Cuisine,NumberOfReviews,Rating,RestaurantID
Chinese,517,4,NXZFu7KHBrG02gzYneY5Xg
Chinese,1,4,bmEBRQyX9aEOnlDwxWYaFg
Chinese,16,3.5,R1eZIyH8dOECfqUGGcANdQ
Chinese,68,4.5,0WDHtP31HeVY0LP8INiFzQ
Chinese,5,3.5,WVps4Rw-FHgEUdwtH02t3w
Chinese,243,4,yFub1BhKEP-W-_ZM3_nJoQ
Chinese,8,3.5,TsMVempkt3ezkDYns1I0Ew
Chinese,62,3,gNS0joGKALsNXFqKmZuurg
Chinese,128,4,2IrDzLVFUFPp229c1x8YNw
Chinese,11,2.5,twx9t1a4tf4wSAbVl27zjw
Chinese,68,4,i1eA3GawUFL-e_DbL_rg1w
Chinese,22,4.5,XB8hpls-B4ekyZvuouxqng
Chinese,492,4,3K7Kc82bhU6-qjAjsBs3Fw
Chinese,4,4,VrUqSxFaaFcN7T01pCCMwQ
Chinese,72,3.5,LztkKM-lvRraBbS9TVXzcg
Chinese,744,3.5,1Duix1fA6zcJGdYAmBPkmw
Chinese,25,4,U2x299aFPwXRYXlMxyO4tw
Chinese,148,3.5,yDS7SUTAe6y3BYKdepIrbg
Chinese,5,4,hyd08lsVkYzCfbbCuzla5Q
Chinese,839,4,p2zm0HnXZkI2yCAuYLb45g
Chinese,4,4.5,JAwcUcaAEeb-xuWIJHgPeA
Chinese,14,4,dSZH0XgoZ-AT0qezA9Xx-g
Chinese,1056,3.5,JzD9nfJWHwnG-2Wk87muHg
Chinese,594,4,KHdYPT0jUnUGdHGaY73mxg
Chinese,209,4,dv-RaOwKFizDe4c5-sVJ5w
Chinese,18,3.5,RPMfsbjMx0hAgpdGnw_bPg
Chinese,234,3.5,dVAI5zh29psdbHp9wGXwVQ
Chinese,503,4,kqJApXkfFn42SZZG7QTc4w
Chinese,17,2.5,IregrqaJgF9jEghC5yljFw
Chinese,21,3.5,GfLL6-n6UNZ07SEHfjeIgA
Chinese,523,3.5,2eR8ftw-GiTEwg3Y7Rm-MA
Chinese,39,3.5,PKkCtyZQpVEzivSF41ZgIw
Chinese,1342,4,Xf6e3HaP0AgMBxY7dEDkOA
Chinese,365,4,xFp3xSQ43J-i7nmJfNBsZA
Chinese,98,2.5,3rCA4ZFJoxCLosUB8CqlbQ
Chinese,57,4,1HjbS4hWLeHEwpC4EuWKYw
Chinese,11,4.5,ikVDSp8YhAYuy0Lua1hpDA
Chinese,14,4,GDqIF-JMOO-8EM3yKn25_w
Chinese,3,3.5,ygXivebDgnAW3l7z9jQ6KQ
Chinese,167,4,5-cv4xv4IBao7N1LSH6tHA
Chinese,70,4.5,U2aUFZARLeSMf4RQIxjuTw
Chinese,700,3.5,XkL6fOBtaIqVCMXVCY9row
Chinese,6,4.5,0kKYP-_ScvaHi0LUqg-iBA
Chinese,18,4,yak_EF5pdVXjjgsXMyZIFA
Chinese,2149,3.5,TU_BU9HLflYI2xlyqVQdRA
Chinese,330,3.5,si4n0EtvAl3QisVHoKPOuw
Chinese,1555,3.5,_usWsAYSKKV2q8xw-3ajrA
Chinese,103,4,aQi6bKQoIZbGbMc6WvKJaw
Chinese,12,3,zqi2taRgN5VzkEMQGOMQHg
Chinese,307,4,vyfqTbABAB9WolRAT9OdYA
Chinese,16,4.5,QQfwlKFD6X8-ZXf7gfQZqg
Chinese,26,3.5,teLYg2G4VnJb5GcD3u6nVg
Chinese,139,4.5,vgG8hgJbPLKfx-n9TYqCDw
Chinese,31,3,JjSrwEPSCKABNqbpWArKWg
Chinese,2,3.5,KkPanVlxtpsuG0V0IlEchg
Chinese,36,3.5,ZYWwYSXWyDlVYIjPgXmIQA
Chinese,22,3,5KDfEi17KRFD1TrzZyT4lQ
Chinese,9,3.5,#NAME?
Chinese,923,3.5,5AD9nY8UrYlCVMb3Y6KeWg
Chinese,3215,4,jjJc_CrkB2HodEinB6cWww
Chinese,9,2.5,Y3UBu639SToFR0xHHBg1xA
Chinese,13,2.5,Sn2i5Ctj85hcsSgIaiUCzw
Chinese,22,2.5,Y7rizwe37H8O1RfKiXrf0Q
Chinese,14,3,Sqp7ukA0qpGcqWbDgMSOCA
Chinese,29,3.5,nALIXRUb7yvg8ZCS68m8iw
Chinese,13,3.5,Bu_tZ7DxR12e7KULo180lg
Chinese,181,4,7_Dwf153h3_waVtmfYd8QQ
Chinese,421,4,MMotl_bi3-5JRra91A2jLA
Chinese,13,3,TKfUaqizEuC1Qacr3MgmdA
Chinese,27,2.5,QgTR7mA2kd82KVrIJNuJ3A
Chinese,11,4,EV2grf7NhNHQTmBXfu1-NA
Chinese,24,2,lBFq-P2OGDZy2aPEKgUMfg
Chinese,473,4,NebgteFykeM1gwiVgPcCHw
Chinese,45,5,fUcjBGgmTlvxXn2azvAijw
Chinese,84,2.5,xd_8cHyPO8sjIV8JMojHnw
Chinese,15,3,JbAdL2vOd-8O_Xa2wRktug
Chinese,321,3.5,AeNU0DYNtYDVPGnWAIh-0Q
Chinese,52,2.5,aGmsJ6_NWw5vnLS43MZLpA
Chinese,53,2.5,hQwaJ8ZSI7w-SKreogRkjw
Chinese,41,4,czQm6Ull9V6b-64amhUMyA
Chinese,230,4.5,3gqKLANaXNsHZnPDjKrcTg
Chinese,1,4,HKjazh_40Gei5rP5ir-F2w
Chinese,34,2.5,R9fhVXmtgRwZNgOr-kNWHA
Chinese,14,3,ng1wpKuQOFjZNCOe5YTwHA
Chinese,6,2.5,fVPF1SCGg37D8gRw1UQIuQ
Chinese,21,2.5,LU4mHDTgFxOuvuK1SFbJag
Chinese,4,4,GOLqh9i4qeqcj2Q3DJ3AQw
Chinese,89,3,U0SmczzYhahOeRxftjBPSg
Chinese,26,3,hQ1WItXONlYKd3yzDUPBYQ
Chinese,36,2.5,EL6Qg5LzrfhDFnF7MUfGLA
Chinese,175,3.5,02zyTkuXvbGcbA9en_20Gw
Chinese,202,3,ku3TyaUBEkuQtQXKq80Zlg
Chinese,127,4,RoPrfBqmRTqw_cBqcWAfYA
Chinese,69,2,UFeM5FPHjl1y8RQ4tvBSog
Chinese,39,3.5,Dh2I2jRTXE7oDCfuA9vCoQ
Chinese,152,3.5,lFq-2FMJogdokie314E1bQ
Chinese,33,3.5,U9bU_xY11bu88lYZwnMVfQ
Chinese,224,4,ucWrNKS65jUVK6ICUoHC8Q
Chinese,11,4,g42C_GsiLWzbVY2OZQsoyw
Chinese,27,3,d74O9YD3anZwYmanGzRmJA
Chinese,6,4,u5dmxko_LFYw0sAvIA8qNA
Chinese,3,3.5,M1VHR29gMNs3EavDXdE_PA
Chinese,6,4.5,NLHHXy87krCnRGXkeLhmsw
Chinese,28,3.5,4fQuriJ0mFzzG6RE1cRV5A
Chinese,409,4,oWBDdSamOzxMJzsD_-seXg
Chinese,10,5,A_fZL0ir_actclrL-ePTOw
Chinese,1276,4,i8ejDDR4COtukAAA1Ls5fw
Chinese,304,3.5,8UlRXXPaSI383aiOiJQi5A
Chinese,1204,4,nxTEuWKzkK1tCF4LrhFSUQ
Chinese,23,4.5,TIckT5ubU4nPbpua1ATG8Q
Chinese,1104,3.5,VbUy299ch56p4GYZTNDbvA
Chinese,33,3.5,DiNkdAL8ns1v3S3WfUGVwA
Chinese,53,3,pnhnrLOs2WN7wpvxmjSm1w
Chinese,25,4.5,Nvhx093-K2xwHIZVnFstJw
Chinese,101,3.5,Nxxn3PfmNvEtKCn_OSwY8A
Chinese,46,4,3fQ9IExhN9KMqGHVm_9AEQ
Chinese,34,3,h3yz3w8ke1jIaGnqGln93A
Chinese,1,5,NFa2F3vQaZ0WPpcA1aI7AQ
Chinese,24,3.5,BUB1ej9y5RBseuy5VyOpxw
Chinese,34,3.5,ApjmgPwYXgrb0JurjQZO4w
Chinese,43,3,KUW8hx5kinOT_XJj3ttCDQ
Chinese,27,4,#NAME?
Chinese,1450,3.5,6zM0c7vvoddgza_qvKkATw
Chinese,12,2,Wi367ViFEqzj_b308MqdOA
Chinese,375,4,itH4GH2Mw2D5n5kkQAtMog
Chinese,95,3.5,AJKcsxpc9IthvhdEnfqogg
Chinese,444,3.5,B98cXrMI16HslKLqg6Nb9A
Chinese,35,3.5,ZyQfNryF0YBdzGnzLoVsWQ
Chinese,1,5,FOmtg0myxeFxKfxylzqSBw
Chinese,251,3.5,H89jrU17lNnguPaHbmzhAw
Chinese,573,3.5,spJTHaNjEzKwoEiYWR1ggA
Chinese,39,4,1fVp9c5Vw04ig171a_juRw
Chinese,62,3.5,_MdNLeBAcwv5Nb2yArZFvg
Chinese,103,3.5,75hwcHqtBI0x-Ej0OEklWA
Chinese,30,3.5,7GFuwK9bv_rmn_-eykzk8Q
Chinese,104,3.5,Yb6PQ_4YQpJ0SVZ1tetkbg
Chinese,13,3.5,FMDglMusiejQeRC08mWljQ
Chinese,455,3.5,Y1s36Tk63HIzAc76X_fAiQ
Chinese,8,4,zBW83MXi_r2YQmTkwwbwFQ
Chinese,49,2.5,lZy5TNhzgG53zEjK1N1w1w
Chinese,357,4,1xMyXjj0TYwsZQrrzdIAdw
Chinese,264,3.5,gxvwxZWWSKNFMsVr10YAQg
Chinese,3,5,uamIIAKNHqBCR50IpEi-TQ
Chinese,959,4,83BXSwE0166sObnXLUE4bQ
Chinese,171,4,duofsxNkSFWVre6eV1uhUQ
Chinese,32,4,XjPfgkSP-RDEkq_ox8fE3A
Chinese,229,3.5,DH6vM_NdIN5q-xfiHnJ3mA
Chinese,38,3,Ex_qolTE5syJ8so0NscfGw
Chinese,88,3.5,rpLZDxivPeb9ZXqqgDPfpg
Chinese,73,3.5,OQY_QgAYZhuNBsza2sl4YQ
Chinese,303,3.5,V-rY0hlPjAghV14jOlVUiQ
Chinese,35,3.5,vWEKZVPIYFewfqCOkkvVIQ
Chinese,83,3.5,0UkdZTf0cq7yfAiUKX2oKw
Chinese,6,4.5,2UAvRLaWMc8lYE4FZSPhrA
Chinese,2,2.5,vDkAtrkji4YatAoKbqF_Yg
Chinese,161,4.5,I4FWrwXDC91lsfQLXYSeXA
Chinese,1,4,XDboe1zVxSRRMgHObYULSA
Chinese,16,3.5,OSqcNi7EZLAMtuiQjuoiLg
Chinese,94,4,eqdqHdY1CdCRHMXf6CgK3Q
Chinese,54,4.5,d6pcRMV1YUDFTKO_p9d-sA
Chinese,17,3.5,4W26jwklGZblk6ZEyedyIQ
Chinese,194,4,2YkqGzOldh-gcSSFkvP44Q
Chinese,49,3.5,GmtybiZEicQ4qqPTzhqVew
Chinese,334,4,BNHvVLzl4SQ8Da9mjIPH1A
Chinese,100,3.5,_7rU61c3WTVfPS_-FNup8g
Chinese,60,3.5,G4K-mNlM0oLKo8N--Ne2AA
Chinese,61,4,6oQKDCJrgDffPKXPTPBXlA
Chinese,2,4,EhrSNWi4iOhvNqhtsfDyiQ
Chinese,15,4,ENfB82aVceC3VcTfq54rxQ
Chinese,19,2.5,gcbznFthZ-elsQrYYXrcXQ
Chinese,19,2.5,XbQNANeO1E4-yanLZHgCmw
Chinese,183,4.5,r6r-XK_wL02FQdAgaauTxg
Chinese,38,3,LhBZsjkb6aKdLIq9w9_J2w
Chinese,4,4.5,tLg1gQ1tqYCT-5gGsOwHfA
Chinese,182,3,mpxgyGnJsomLOzKRsCK1TA
Chinese,60,2,vAlfZ1NitNxyhJlxmHoTyg
Chinese,132,3.5,2tR7d61tBGNlGaJRYvrN0Q
Chinese,4,5,YE2FPm9o32ojTG2_1pJBYw
Chinese,188,3.5,oyxk3hv9F7dGZGARmNDSYg
Chinese,1129,4,J9UA6rzI5WW_cDGjwDnF5g
Chinese,71,3,XH2CNWlLU2HXROsT5NkCmA
Chinese,12,3.5,PUz8Zbi1KD6HPiBVkGrbnA
Chinese,550,3.5,91rrB0aH3caC70oCkxAynA
Chinese,147,4,UT5Vvn6l8kjLYReD-sU1DQ
Chinese,218,3.5,tfMPbnQqJ1P1RIab-o6gtg
Chinese,113,3.5,h0KwMWDU2I5jZhObfmN2Sg
Chinese,637,4,cOhTtMx8dZmTJldRkVEavA
Chinese,15,4.5,5fRh0bh2HDGYb7Lsms36vQ
Chinese,699,3.5,8cyRl5HIQzbkYD7orq223g
Chinese,1,4,SX6WD9yIj3jG6HlyzdYzRQ
Chinese,8,4,SFleMiroXTeWnXfonRic-w
Chinese,389,3.5,7erFgHiQmw7ZJfVPmOjeeA
Chinese,5,3.5,ApAGKaGPzxcFV3NVHROh-w
Thai,2144,4,MhceeLrM2_3mcKw5EGLY6A
Thai,1616,4.5,#NAME?
Thai,594,4,KHdYPT0jUnUGdHGaY73mxg
Thai,3215,4,jjJc_CrkB2HodEinB6cWww
Thai,839,4,p2zm0HnXZkI2yCAuYLb45g
Thai,959,4,83BXSwE0166sObnXLUE4bQ
Thai,363,4,43r4ynjeIZeQI1w7SWARuQ
Thai,146,4.5,O1fUmxt3kbV-rnyjBtzAfw
Thai,1619,4,NN3mOWF5e_pnR1ArqM2bHQ
Thai,637,4,cOhTtMx8dZmTJldRkVEavA
Thai,334,4,BNHvVLzl4SQ8Da9mjIPH1A
Thai,871,4,rKeLuHDI3PQZsPSVCEMHtw
Thai,1175,3.5,Hd97N_WkZ_RJ6nsekbNrKQ
Thai,98,4,L2ZW-MdvRJ3gM2RIq8STbA
Thai,214,4,CDa0GJZDMPcjvhbx7RbG5Q
Thai,138,4.5,HnTcWZbZJzNAYO8YseQlSQ
Thai,571,4,qrydcGQpeDP_1oFvx3qOeg
Thai,307,4,vyfqTbABAB9WolRAT9OdYA
Thai,90,4.5,_Ge2eC89Z-jlaDDWglfT8g
Thai,646,4,m6bu1AGIIIM9GNn9_cjsmg
Thai,224,4,ucWrNKS65jUVK6ICUoHC8Q
Thai,357,4,1xMyXjj0TYwsZQrrzdIAdw
Thai,152,3.5,1ctLdRJjP9m5QdL7ruYAzA
Thai,38,4.5,coQAQmIKG9dBPA6-RHqJag
Thai,161,4.5,I4FWrwXDC91lsfQLXYSeXA
Thai,204,4,eGIY_25KFspf8KefDQMj-Q
Thai,39,4.5,_7Maf5WG682E7R-EHSz18w
Thai,101,4,fZ6BgBNpIeFbkbPnZ_E_ew
Thai,176,4,kpR9je2H9MjKz6zpesyV6g
Thai,167,4,5-cv4xv4IBao7N1LSH6tHA
Thai,105,4,qnD3XDvYIrFh_FppNH90cA
Thai,158,4,y_Ei1zBq6pDW6sMyP8ZSyg
Thai,25,4.5,Nvhx093-K2xwHIZVnFstJw
Thai,60,4,QYr9EO-2FmdpOVUjOyNjgg
Thai,257,4,Wf0CVXZQfyXgt_PXlzqMXA
Thai,65,4.5,B9UfgHgm5-hOErK8-54EsA
Thai,573,4,BKMCAYb9EAivUm3p-vrC9w
Thai,203,4,gLkrR9ZDPKfUGv-fYsEr3g
Thai,61,4.5,9VyMJICKGbC7Y5Ssq-Xk7w
Thai,402,4,A_GbgtUSyGWpihHZOqMdwQ
Thai,511,4,0GftSP2dRwEzujkv2VKIgA
Thai,528,3.5,dVR5KHPMZoU9rQvxhY5Otw
Thai,238,4,wMU7gPgp2M9JjJhkivZkgQ
Thai,46,4.5,e1jwvzY8hU642HSBZZATcw
Thai,182,4,8R9b20VeZvs85WxqtF9mRQ
Thai,176,3.5,33ry5dmopDOElU7zf1Sn2w
Thai,106,3.5,OPSCHpuBSthP7UwnMm0GSA
Thai,174,3.5,cSzt3JMXamfaUBWkEEklOw
Thai,325,4,7lhmzhkct9-blnuBAp_HVQ
Thai,260,4.5,jc_XQPbSCwMHsXLfinXA6A
Thai,126,3.5,oO_X1H5Lxo8sNykx6azLVQ
Thai,99,4,rCtsqHtOAOjZ7EUQDFRSbA
Thai,23,4.5,fgGRIM0b9JGIoNOAnHzROQ
Thai,433,3.5,er4E7VCjDo0xE_IPu5o6Ig
Thai,409,4,oWBDdSamOzxMJzsD_-seXg
Thai,172,4,c7z96m0UdMkJRhlz0Ht5XQ
Thai,2113,4,0L03onqNwxWLrbb_FCK79A
Thai,233,3.5,41gVUqFxmbjqSQYjGV23Rw
Thai,362,4,BF6pY829iPBERt15CG1g3w
Thai,307,3.5,yA29ur97O7B6kYr1g5IoAw
Thai,348,3.5,rtSIYbcYqskDtFQJlq4ZnQ
Thai,466,3.5,yQiII2hHgV5aEMtIA2VG0Q
Thai,696,3.5,QCpJlezYJnkZYNat-XYXYw
Thai,169,4,hh0W5CPtx2MoyQGb1kAEEA
Thai,189,4,Tmc90kL5jelJ2c9CiGzSFA
Thai,1702,3.5,dtnmxLqBnNAfdCN8fYVeLw
Thai,136,4,T4xmuPYBmMhF48bfi9rkfA
Thai,286,3.5,f4ZveYR7fuBp_9klL8OgYQ
Thai,29,4.5,seYTDWuManVKwNtX9KXTUw
Thai,1056,3.5,JzD9nfJWHwnG-2Wk87muHg
Thai,303,3.5,OrhRTDA0dj81XVhOibXsUQ
Thai,211,4,CpY77cDN1KS5EdiXMmWovw
Thai,564,4,z1OgXX3L9Ipl2mu-Hf4ADw
Thai,26,3.5,veeT_UTyJl_szVVZ5vq4zA
Thai,126,4,DYU2h7HQc_12f9BCdHtXKA
Thai,293,3.5,F7jZYUzw7NB74OyVQc-CGw
Thai,41,4,4nwVzRCfWFGe6_Taqee4Cg
Thai,195,4,WJS06XxRdc6DD1s4LWE9HA
Thai,715,3.5,UkA3V8itzKuBGZ9c7y989w
Thai,127,3.5,jg5nc64wLYKwKAvz_lfMuA
Thai,268,3.5,Kyx9QFPJUzlC7dmM8SE1bw
Thai,214,3.5,3CBUpk6HLSlNEfCRICIbPA
Thai,217,4,1Fe4lCiMPNVhoEyjg92frA
Thai,133,4,I_YPy_YRtZFyWOSWs-gv4A
Thai,661,3.5,AILf_L7I9vJ2pyHmSo9v8Q
Thai,571,4,f7jZvRH-h76F4emzvKytaQ
Thai,134,4,liGIz8CzhyS1udx1aefjng
Thai,460,3.5,DguAGioaK6ZIAt_6kk93tA
Thai,169,4,R7mKCkD9ZZfeec92GW7esQ
Thai,957,3.5,nFszVPUX4tj-oarjfBO0nw
Thai,427,3.5,414qtc1lNAI-HaJ-Gw9puA
Thai,42,3,DEoUnmEnguWiwlDh3CFm1A
Thai,1204,4,nxTEuWKzkK1tCF4LrhFSUQ
Thai,699,4,ZfuZ2byArGq-5j8zX8Afeg
Thai,60,3.5,9IT7UsL-SGEz6ncR4oeJ9g
Thai,153,3.5,n7LORZ0fGxPhOfdlHYREKQ
Thai,115,4,McU7XI3HoWFELTDaGc1SEw
Thai,348,3.5,s0yEzCRIjMtXuphJ7cL4wA
Thai,5,3,7zaqOuu7vb1XIf3uNUBPnQ
Thai,50,4.5,4mzogOLOVDPBDVTO4cz9fA
Thai,196,3.5,sljnE3uoRUmM7aW5f1I3Ug
Thai,1386,3.5,T8WfkzuVi96qCpj1tWjlxw
Thai,583,4,tVB11pOiDhPWlt_o6ylMNg
Thai,194,3.5,xENj0fSnpDVrDHmj-G2QqQ
Thai,155,4,KISxxrvjxx5qrayhcASl5w
Thai,285,3.5,9FjGW7u1iTyFUDpJt-Ql9Q
Thai,300,4.5,9WgsvzaiXNAmmQGD0uQxFQ
Thai,198,3.5,ZlUU_DPlJTBLyUpBL2niKw
Thai,585,3.5,Wn-onuhUajQG6Iwngav74g
Thai,332,3.5,ZUsSH8xPciM8EnQxqlKXCg
Thai,1,5,O27EskZ0dVdfBM9UlPPgeg
Thai,139,4,qtRPV9YANKcXU3OzcUUokw
Thai,147,4,UT5Vvn6l8kjLYReD-sU1DQ
Thai,216,3.5,lI91u68v2xTdE70lyioKAg
Thai,980,3.5,sinDhwX8Egru_3FCI7bhkw
Thai,279,3.5,w5RnZpul9wYcPCBDneCuYA
Thai,56,3.5,7CdpBlw4NLaOLzfFL9IEUg
Thai,53,4,IiYRxMJLfLCsgifzRNvrtA
Thai,190,3.5,jUO8GH4YfjW2wd9qyuAIzw
Thai,61,4,RwEs6AvU5Cxp_ENodsgxHw
Thai,156,4,HLDKZXsi7TQ0P3rS2wd-UQ
Thai,163,4,RirimwHZ3D9uTmvtywrp6Q
Thai,357,3.5,6ZZUTGtH25tLN1SiM029ig
Thai,194,4,ykf5siP-2CXY3leFbeeabQ
Thai,219,3.5,Xst2vGND8hy44VOmbLG3kQ
Thai,461,4,#NAME?
Thai,39,4,EAkIy8TKrW4yPPDCZyP-Cw
Thai,923,4,fRO4Fwe5uRAajMcTwLbVkA
Thai,214,3.5,W03i9B7wZn2B5p9E_Yn5nw
Thai,27,5,PPQSf_1JWkbjFHi1S0nSNA
Thai,100,3.5,l3aVYfTWVINXaNGxlMz0bQ
Thai,54,3.5,#NAME?
Thai,47,4,Bi5UAv1JFeBbbU5p3RljlA
Thai,16,4.5,UC3n_0vZ5zI1fvi7UzNZAg
Thai,96,4.5,dnCRiUZWgu5ZI4Q-Z-az6Q
Thai,290,3.5,M2xu0_w-UrHK3-tGjW3TWw
Thai,298,3.5,23NSOmpzzrJTfWmYk8Lp4A
Thai,3,4.5,ACuZg-9J4bE6hRgu8p501g
Thai,320,3.5,fcCF0Kh_RCbv6KSVlb-Seg
Thai,83,4,toykv8K0yg8qtvZSXRQ5bg
Thai,24,4,TwxP5xU_xyzlf7SVzCnpuA
Thai,176,3.5,wk6-dz_k9CqlXaJ0m8AE6w
Thai,158,3.5,GQRNgvRLY6OhPs8BYTTYUw
Thai,18,4.5,6kBMtBA9opJxZv01fiAnvg
Thai,129,4,cADZEB7qFr-8I3fVxHbM1A
Thai,53,4.5,D-gd1Gb_Nmc2MN6G0KANMg
Thai,183,3.5,pqkmU5TtRAss1n0v9nJ2SA
Thai,220,3.5,04P_pTbsyb7rJspyDh3ocA
Thai,96,3.5,s-UAKra4P0sFE9ylXlwwfA
Thai,12,4,X3T2rK-GrEgVUai-MeXAzg
Thai,175,3,u4nEt-zMNnDNoZib_XuSlw
Thai,188,3.5,oyxk3hv9F7dGZGARmNDSYg
Thai,89,3,nHJkY0_wT0k_-MMi1eHwdg
Thai,4,4.5,mpLOVmnuHnYEtBVtVy3xYQ
Thai,230,4,RnQjRZ9MJrBN9SKiIv3i-A
Thai,25,3,hSDbm_GLRNHsMZo_SjBXRw
Thai,43,4,329D7GjMkRf5h1f7OwkVQw
Thai,173,4,RrPIJvmje1qb9iaYd6jH0g
Thai,112,4,bpeeh-kkay0ZE7mGXsCVKQ
Thai,516,4,EbX_9tqAJs4gW51gZpOB7g
Thai,360,4,7ztNVUAfAyJXQLGU9BkPiw
Thai,308,4,S2b4gAh3Sr1sbNGaTna1Xw
Thai,32,4,TUoya6mwmxr0Zpr8oZSXlg
Thai,103,3.5,BFe80peJUjkBYMliFoPu9Q
Thai,165,4,5ZjNZd3Yg0jOkJ9WRx1r6g
Thai,157,4,#NAME?
Thai,1770,4,M-odQWSEfsR2mVEw7nKG-g
Thai,55,4.5,fkwvdS0DTCVyeY3mXwae_Q
Thai,303,3.5,V-rY0hlPjAghV14jOlVUiQ
Thai,31,4,h22AQ68hX2o_YJH5bsACZw
Thai,123,3.5,WAQZnCXPL7XcKebpSoyjww
Thai,316,4.5,nxUs6svpNSL0wAwAA2F34w
Thai,79,3.5,CvSOAN2WWzLRGND4vN1xtA
Thai,61,4,RmQOUUkwHDhuuh9Y6XzLsQ
Thai,1,4,qtDKasElRD_CPw7HnIOXHA
Thai,169,3.5,ColGPMmJOa6YD44fjS6wfg
Thai,1182,3.5,pSSajdYNKTyAGV8-fk7fWQ
Thai,32,4.5,xSrEOf3Ht7eK5sUpReAGkQ
Thai,268,3.5,wDRgZ1i7xcJ51xgtfO-fxQ
Thai,738,4,fePu8xy0ir_ikZcS_vVSBA
Thai,21,4.5,shHhP5lfZwrAYFL3K04_lg
Thai,152,3,YQyzlr3GLDjl6fokymAhqA
Thai,2548,3.5,QVWmn5jmy_TPmg0G71Dk5g
Thai,101,4,0fjab0vzFgIQ-FKzjFR7JQ
Thai,127,4,DDrLKyZodnd9KbOWq4F5nw
Thai,1049,4,#NAME?
Thai,171,2.5,VEN17aiuU6izPtC2rfJAGw
Thai,205,3.5,7hyQqnnAisSL-nfIWCPziQ
Thai,9,5,rehmlZmUNL2AthW-VTXJJQ
Thai,280,4,YGaWUrDu9FE5i6Ca-Q5mew
Thai,10,3.5,UWGcZ5He1Xs3PtdzZ7XC5w
Thai,95,4,3Woad-SYBXbQXgtFgv-UKA
Thai,218,4,59oP8zLjQLPY0Dyh004HSQ
Thai,241,4,_ArDQIKj5qHgmwNnnIaIIg
Thai,43,3,LvmDVd1OlRGFdtY4RH2iSQ
Thai,129,4.5,e64Y17DJgjotSz8B9gEI7Q
Thai,155,3.5,cWodGgBljJUVp9QQiPt3yQ
Thai,34,3,ql3_yRC2POTxtRgUUrp8pA
Thai,182,4.5,CaizM2WaGPX5eRLDOJaqIw
Thai,139,3.5,bAPDGHHaLZs-XEFk7ZXGVA
Thai,238,4,B9Mbi12NpBJkZcRtQNtMBA
Thai,365,4,xFp3xSQ43J-i7nmJfNBsZA
Thai,2,2.5,VvY0xHte6YJqtd74Srt9gQ
Thai,109,3,3KlWyCJ2BikxwcEb0-O4Ww
Thai,229,3.5,2AcDHuatOFXhqJDedZwGiA
Thai,168,4,gcEMZjjqy5Ucnv_5Pv-q1g
Thai,450,3.5,mpD_kUFo8POQDLoLgRSfCg
Thai,166,3.5,DU4nwyIPdlrqW5iJmlJGmw
Thai,101,4,gBoqjD5MTJuGx65QjAhJGg
Thai,99,4,Ur1VZwMZ8Qbd6KLpiid7lg
Thai,23,3.5,1BJo1JcwYHUuk-UfJLEwUQ
Thai,392,4,1ubEg-rrSE8IWXl6lJzIGw
Thai,101,4,qNe3r33f17z1v10iEiB4DA
Thai,77,4,55jx0bYJ-odyqKKSrDXtPA
Thai,159,4,2ZBEE_MJeRdLD1NLiNTnCQ
Thai,230,4,UO4kyXfdQIlAhM-TRgM9cw
Thai,57,2.5,RVVXyZaUDWtPLxJRuP7wEw
Thai,71,4,0A2lgMwqKCsr95qZtd4mKA
Thai,49,4.5,fe9aDWC5giHgcuKjqSr_gQ
Thai,210,3,sSkLiIMnOBaN-XKwV5r3Cg
Thai,433,4,m2Zsy2UAkcDf0cRzk2Yoqw
Thai,259,4,x8tq82G1Op-0cUNzUMNd1A
Thai,126,2.5,_Ki5XZTB8mL9RDYGj7KP0w
Thai,140,4,6wJOojpF2c4lLeBNbTBB0A
Thai,297,3.5,GADtLd_5HHDrB1Ys8syETw
Thai,114,3.5,tx-gxkns4uFyve7Eu5mYKA
Thai,258,4,Bh0Rxd4Yi21luny0S95GaQ
Thai,226,4,ebhDBwRzD--eoiYcO8M18g
Thai,72,3.5,3Qpi419I29t3sCHMzC_h-g
Thai,89,4.5,W1L0UB1MvlhvkKTF43emSA
Thai,80,4,iAPzEPCJR14VfKZAKRL2OA
Thai,113,4,qusZ-K5tzM1EyOa1IEWCHA
Thai,44,3.5,jOGL9SOeMH2F6HO5qxbDHw
Thai,135,4,SZQqAil4kuXhNCLR7_6khg
Thai,92,4,najYre0PPSx7-Tbg6bjObg
Thai,119,3.5,lDNiL1R3c0WMUI9jocJOzA
Thai,1306,4,HScFap2SwbUlfC-QXVkxFA
Thai,30,4.5,SoEQRDUNYDZPVSSIhTOG6A
Thai,177,4,hA5QUlrSjpxMZ90Kof0bgA
Thai,261,4.5,0vg2Z-HPwkyVVX613j2ysg
Thai,207,3,iX2POTcabQzrTVJ8GK9PKQ
Thai,160,3,#NAME?
Thai,136,3,0VGn3bLaUG7lhM5WwkMTCA
Thai,148,4,inftQdKaEEiqQ323AlomXg
Thai,265,4,ipxeCjihDqXTMkuPe-CQ4A
Thai,134,4,63e2dDq5WCbpaBlercQllg
Thai,407,3.5,34vaEo6IX8c4jr7WkY8ddw
Thai,175,4,h4wpGRaMue8FSbcMcz1qPg
Thai,768,4,neQM053ovAOrf1sVSAPI9w
Thai,112,4.5,#NAME?
Thai,396,3.5,SBy46BviyBKowPjbTjDsHQ
