RestaurantID,Cuisine,NumberOfReviews,Rating
Rmm6fu7kejcnMoSlVLyl3w,Spanish,40,4
StF9WWWbrRzEOmNAcEINcA,Spanish,316,4
BxnrBKdLwdaEXyq97uxgKg,Spanish,276,4.5
bT6S9F7fgSzR5-0eH4jP1Q,Spanish,87,3.5
vgg1dvDP-9tFWSacN4q0nA,Spanish,1056,4
AStYD2Uo6NR1gzZ0xXrn9g,Spanish,121,4
zGtR4FNGDD1EjdxIzKF-HA,Spanish,643,4
4CObV3XU8VQ6nXeVS4vO0A,Spanish,639,4
pFBNTJpy1eWmfu6aQ8e1YA,Spanish,137,4
jKaR8TTkLBAFmMIsKU786g,Spanish,692,4
Kd9sSR9CDXGXt-PSNQ0nvg,Spanish,37,3
OrxI6slr5EM46gE3BHfTug,Spanish,575,4
gvMYV5E3HyzhN_MYFIMGzg,Spanish,215,4.5
uUU6xIq_Vg0Q4nfiODw9-w,Spanish,3,4.5
26M6nFVuA4bvhU0TBZOuLg,Spanish,230,4
8MwqN3ZZCzYVKwzYgcCZdg,Spanish,65,4.5
54hPnm8Z4rJST1CZWaOznw,Spanish,516,4
RThvexVhZQ8KA6JAr0UkCQ,Spanish,339,4
SysAthrDghPL62a6OElOCQ,Spanish,297,4
q-QEwZi32JCnjb7zbY-PQw,Spanish,31,4
afYGzoMIRqXO76Z853ZiXQ,Spanish,42,4
R-biStUvl2zuhIQFk40GsQ,Spanish,348,4
H1jops1lmuhrq9lP7lEGJQ,Spanish,1045,4
1raNn0l3I4H9PcAJce69Sw,Spanish,510,4
BEYmqrP1_TC0nhnTGKkkJg,Spanish,339,4
zWQEMxRrhDsBuC8KTobC9Q,Spanish,265,3.5
bTfmDI1GxZGmcUN9b7pixw,Spanish,115,4
dPZ9wSTz7QSAZAW0eZHlmQ,Spanish,43,3
hf-NXQo5mKWF4wS92Ku8ig,Spanish,284,3.5
pBNMZp_tKCAfRNx7-ybcHQ,Spanish,190,4.5
LzdfaZQ5ocd5mPjXkZ7lYQ,Spanish,77,3.5
Ly-0vKFgGSn9PsHsPEk5gw,Spanish,356,3.5
13jzN6n45XtcbYA46nWThg,Spanish,317,4
XVMzBs7wGeU5BWgyBL3xyQ,Spanish,317,4
MOwB9YYd-Ko6nVgSB-ltQw,Spanish,652,4
SRLrnScmDyJpS28wvWeJNQ,Spanish,471,4
Estmyx__zK2fViTAFJZ8cQ,Spanish,29,4
wRB5UDy1rhal-14brCUc0Q,Spanish,136,3.5
1grl_TDLb9ClSCFVDjZDhQ,Spanish,168,4
aOmZo7hEMRZAq5ITGSFf5Q,Spanish,35,4
By01mUaEhcjmQlmTHPz8Og,Spanish,19,4.5
evQ9dNp7Fa3OFPwWXnojrQ,Spanish,147,4.5
U1E3uSnr0OTeRL5LhmV3Yw,Spanish,20,2.5
msgSu47zDFtm6vdaHlT-hw,Spanish,179,4
ihzI-4yGesoQuAoIocao8g,Spanish,409,4
LNVu-bQA_ASIcWJlClgz-Q,Spanish,175,3.5
NOh24SMS6k4pzNv8Ds7KDg,Spanish,2993,4
5lhXyPnSBBcz5a59sPevgw,Spanish,68,3
Pm9g4v6bpq9_OEigK0jHYA,Spanish,7,3.5
efxcTuq9Web2AWehfmYMQw,Spanish,541,4
UKy0nNjMkOBEU3dOCH831w,Spanish,1347,4
eSZKVysLGxQlcxEzsUYgfQ,Spanish,93,4.5
Ki2-LougDEv34G5EY1sz4g,Spanish,112,3.5
BFTMCnuJOxZid6GtJ00hEA,Spanish,74,3.5
yrXECkTezsI0Twgalc7M-A,Spanish,244,4.5
8p1HTzXEcC3TCbLz59xMng,Spanish,106,4
0YrwPMxyQie5xCIRq_LWOA,Spanish,27,3.5
TAANt0fPbfHqVP5LyMBioA,Spanish,460,4
BrEqfjaAfD5BGDduOMWqlQ,Spanish,43,4.5
yW3un5VR8Aw6jynlliAxIg,Spanish,260,3.5
26E3j9l0XW_onVIUP-ThCw,Spanish,538,4.5
g-q-kRxdn2zh2oWOY-jKTQ,Spanish,144,4
iBm8YTqNwrddsxWdqLPK-A,Spanish,2445,4
egQkevpRi3g-iKrYIlBpGQ,Spanish,274,4
E3CvO6bRu8Kp0RzDgcvkig,Spanish,241,3.5
H4EbLs2Gne5-EAaKMrVBEA,Spanish,512,3.5
9E6f_oc2QuPUM4sGc14pRA,Spanish,292,4
4BiFBZDL1ELpoSTN5bCIVg,Spanish,18,4
yy0E-rhiKzN2ASfDhHVsJg,Spanish,68,3
Ludz8x0jwOc7tdflk7f0GA,Spanish,131,3
Pn_KLz8cue1P0AWQgFw1Zg,Spanish,144,4
nyEkCfeFxxn3dOhbZ8VwuA,Spanish,4,4.5
_FhKGcCbiYgtkXcCiwTAiA,Spanish,644,4
fb1f50Ogucihr-Cx_T1q5A,Spanish,302,4
2bNr4ghmQHI74AeS7c_7kg,Spanish,756,3.5
3LRZQolTdyps07RSoaIXpA,Spanish,1305,3.5
1iRlp3FoxBXSNzDbG-rytA,Spanish,25,4
ucmwboeLLt12_8fg1ulquw,Spanish,64,4.5
HeFJoR1jzodbpYHC842mtQ,Spanish,163,3
4axlhxyN2bKuRWfnY2IhuQ,Spanish,571,4
NiFmuqLM-apdMX_jBPVIgw,Spanish,122,4.5
Qj5Wvq6jufSFgJd4dDb_Sg,Spanish,325,3
XghOzJn16M-nvaKMOdC5og,Spanish,1293,4
Sj3JYCbaEFrAqUzRrenQbg,Spanish,371,4.5
6tf6uGg424cOZTHIHa8Aiw,Spanish,585,4
PZM0lwv0i0ZRpyzioRU8SA,Spanish,60,3.5
lUMCXD0iZ6hNot2dSEc_1w,Spanish,29,3.5
aH0T2I4LlXOwkQnu0zOgDA,Spanish,90,4
GepWuSFEGuFzE8U1fYFOXQ,Spanish,49,4.5
tmbW6_dJs5-UXhvROO093Q,Spanish,380,4.5
dblEevwbNXl56I4L6TULGg,Spanish,149,3.5
boRM4i0UQswxQIp6CA9y_A,Spanish,1785,3.5
E_oFzRY-7j9T04qHkORCsw,Spanish,140,3.5
u9xVzV1OZC5pwtUgaHLM-A,Spanish,207,4.5
5YV3zSR18X4Ja6d-TOEtyA,Spanish,129,4.5
khIQ9u4hQfdoDZLvKe8ykQ,Spanish,235,4
SvuJs-3p4H3FZaoF3K3y3g,Spanish,19,3.5
0vdgqmIt6e0suBu2g-M1UQ,Spanish,388,4
53zd9Zi8EKMpLd6OXNm8Mw,Spanish,192,4
dDmK_8LTgjcje8iuP6AMGA,Spanish,364,4
P_tQn5sazk58Vv-voAcCHQ,Spanish,28,3.5
9S7aUnJFo5t3SJMm6tmPcA,Spanish,640,4
R0qCYlIGMhWZVCni0JZCNg,Spanish,246,4
RB1qNWO3dEP99l3MHQZFHw,Spanish,84,4
9yc2V6zNpLG58uPV_ykBog,Spanish,8,4.5
KVJlEzj1ZdK5CLSn50GuSA,Spanish,49,4
AgPtV3Xfnz81qi8l_QsnLw,Spanish,17,3.5
LeF5JrQrqXlVCYVfmev9Yw,Spanish,366,4
RWbTvqvYOfEu_Exz3N8tpw,Spanish,6,4
Bk3u2xTA9vsDplG8rjwFJA,Spanish,57,4.5
BnNDRCWasVrFH9e9bBXfqQ,Spanish,52,4.5
rCCZWRpuzW3FhAHN2BB1Eg,Spanish,317,4
E9NMNWvV70HV5gB369N0EA,Spanish,370,4.5
hcF1k2mPULZl-l7EgutN8g,Spanish,286,3.5
h0qowxmqgwjKsh-fdkxvHw,Spanish,24,3.5
mlJpfJMCS_bFnR5cWX6DTg,Spanish,196,4
ETgJqJHV7BW6pIr9Ox74sA,Spanish,1980,4.5
klAhw3xLQi9GF1tf_HnS7w,Spanish,1691,4
FJpiwlGUPgAQeTr7D6ZWgw,Spanish,95,4
UH_aksIxzGPPyhWZJbTP7A,Spanish,327,4
MH08_pIRKsUSwfkVYxUE7w,Spanish,338,4
WoAvunLY0_L0ix8Vgit8gQ,Spanish,150,4
HnXmp1M7oNTJ9JzzVOQgBw,Spanish,657,4
XJ8mq5IE2LQ0AYq574KAIw,Spanish,229,4
iFuHNNBLQkeQOn0KoXHhUA,Spanish,56,4
ukOsBKML_Ph_hSyxv3gNlA,Spanish,228,4
RgXT9Pkui7IuWua2K9yuHA,Spanish,49,4
NmWRyxPPk9Up5jZIWQT7jQ,Spanish,65,3.5
Z16VudvRJkHtqzqADzCbfw,Spanish,14,4.5
7zjeUx9aWRGpJmiOuk45zw,Spanish,834,4
Tt9Mkrgd5Zj_ZJEeU0L7Gg,Spanish,378,3.5
DLRbxg74oWNPQJdbSkTDxQ,Spanish,129,4
2L20kuwaYbxza7EHbDuIYA,Spanish,252,3.5
iNA1ljXvsX8R11NuY6GSMw,Spanish,234,4.5
sqTPK6Ns5-_ZoczUC4JWJQ,Spanish,117,4.5
k3iUNUGsl-xpQ_EsOfTadA,Spanish,354,4.5
NIRIpvQRp4uF-wY_JfJF0A,Spanish,310,3.5
n40-TVgvHEHDcTqLTBGJ3A,Spanish,17,3
oBmL0jr575wzszVGdqfVoA,Spanish,148,3.5
hJrZIHNRVUuC_PXAORxj9g,Spanish,1089,4.5
3gAVyGCG1clukCX2DLcumw,Spanish,189,4
fVbUVAiLiGgLA_nxBFxyww,Spanish,820,4.5
SXWnyFNLCehVlJPRxk7gAg,Spanish,228,3.5
BfuqZt_G-EFFRnADaHHPhg,Spanish,282,3.5
ttM4Vdt-TPABeboBGmHq4g,Spanish,71,3
AC6vUyOGt8WliqswigZlzQ,Spanish,222,3.5
vnDkQsM9ijg0AzkZBmCofA,Spanish,25,4.5
#NAME?,Spanish,340,3.5
3TEfUtiwfTNfjJreZzOFQQ,Spanish,52,4
J8UMXWNYrn7_D0KXZN1Hrg,Spanish,228,3.5
tJE_W03jUfwl9QtQhy-8Yg,Spanish,59,3.5
71nPfK1a1uY69mUen-981A,Spanish,57,3.5
odX0anvOSQ_X4SXdoqJFNQ,Spanish,374,4
a-gG1ZBVBM1VJ-Y9JLUnhA,Spanish,291,4
B-bx4pZXrat0D25vde2bJQ,Spanish,130,3.5
rEWsz2KHmJX6jmAEQBa6Zw,Spanish,119,3.5
yFkFipB0xe7PA-M4UO3Z5A,Spanish,169,4
MA1QPFSYddVq_KzEldpcRg,Spanish,594,3.5
avBY-xnfy4_pXCNc6EFHpg,Spanish,291,4
kgXNbPJcumyJ8LS83Hez8g,Spanish,384,3.5
Vbtj1T-ygpQoVY1IaqJdkw,Spanish,496,4
_uln4MCsceNH4dCQNoALNQ,Spanish,764,4
oF3yOAqGpIGRbjtOzvSxoA,Spanish,14,4.5
rksFeEbHSX4AON99nLVbMA,Spanish,87,3.5
ml3ASw5_B5XLnd9kE8xx3g,Spanish,75,3
2ewrI499NSsA1sNX30K5Dg,Spanish,58,4
zSYBOWCzhz9aHJX0Nt6fhg,Spanish,19,4.5
ay161Zito0Gf5WMZFbUtXA,Spanish,579,4
Om6KGbN524K6pu9IkPT0Rg,Spanish,144,4.5
Yr49BAESF-dja2yEC7JC_g,Spanish,50,3.5
#NAME?,Spanish,20,4.5
h_qGWauoScc3tMBDBb-few,Spanish,5,5
FakrQWMNdYoBIp18Tpvn0Q,Spanish,115,3.5
yFnBjAGmSVB9R3DgdNF9fw,Spanish,142,3.5
zYYx6zMrdWKJj623Y2ZZXw,Spanish,59,4.5
kwMkNIhhIexQk-nmloJlnw,Spanish,273,3.5
RSIboJc3I_PAMuJ058GmrA,Spanish,26,4.5
t3WXZ8U6espLzY5YQ1Ocsg,Spanish,171,4
LvzN8TrUGJRj_UkJV0cAtQ,Spanish,1946,4
fhSV2h8d43dwMG65WD8uig,Spanish,114,3.5
XpgquUrYWa-URbgi-3pykg,Spanish,301,4
kyJ0CtJ2Lrid_YdZWobf7w,Spanish,199,3.5
al9HKZ3kCJipAJW4uxzj4A,Spanish,1561,3.5
8Pl_W9o-scGOZ0zrpMY4BA,Spanish,120,3.5
iAiQP9RjAxv395tpjb8IUA,Spanish,62,4
MlOdJ9tK3idyXGR4Yo7ttQ,Spanish,108,4
zba7MpRrfl-T6V0XkbgYgQ,Spanish,145,4
UJe9_p6NEl0kA6xHVo5PKw,Spanish,40,4.5
sG2W1lRRtv2TG_NaTUwazA,Spanish,128,4
-60bWpA01o0JgI3uK1lp4g,Spanish,12,4
Ac8y23odvFOIQSKdrV63Uw,Spanish,340,4
B87c3bE_u53yNYO1cmHSIw,Spanish,463,4
GSaBi8jPsuQFa7YwYlihjA,Spanish,293,4
DEvNXiPDVR6_LMmN3Rl9dQ,Spanish,21,3.5
N7Lt-uH4KPAlSeTFSgED2g,Spanish,30,3.5
XPZxsUABgJEM5qyT0Bc6Ug,Spanish,76,4
fjE_lpKblhrN_48X2ca-7w,Spanish,223,4.5
kEC66zgpguVsizQeCAJoCg,Spanish,181,4.5
lUQR6cZlHHKXOksH5xOTqA,Spanish,319,4
wp2Qn2XY9axHi4TMYqRNFw,Spanish,14,4.5
4G3kky54YzD3jm5OVxD7Kg,Spanish,133,4.5
VsqHs36uLxhqmjo60r1aJA,Spanish,251,4
pXA2UgJEHNNonaGPAXuFzg,Spanish,58,4
lbqm7geYKkE9zf1Lk-ivSw,Spanish,89,4
RYoc4EBUNOtgbg7c32OG9A,Spanish,185,4.5
mcviVVgOj4jSzmyhQeEY5Q,Spanish,49,4.5
4-kYGYagcUzQkZuih8v-SA,Spanish,151,4.5
syu8oCU9h3X9hfAE_lpADw,Spanish,280,3.5
tMQrubXDFgks8iZstei93w,Spanish,6,4.5
WpcjsEyeAMDnJR9fxAfllA,Spanish,2,2.5
NcIUA8l_kmbPEwqI9lzELg,Spanish,527,3.5
46TtO4w6wzovwA7uA7yRCw,Spanish,78,4
2E2f5H4SltGyD8ciTu8AKg,Spanish,725,4
2F8_E_AU9CK0aiEOfBP1FA,Spanish,327,3
q1uIqB8PvyCCX8TajaRYBg,Spanish,1171,4
aUfzV3CAjRmArOUI9i-1Ng,Spanish,3,4.5
cPB6Nvsxwwxj6s3ekOI_EA,Spanish,379,3.5
FsAhO_JOsoKWBOm_SIS6Sw,Spanish,25,4.5
W5gIdWrPERIKd-LxbR6H8w,Spanish,6,4.5
LI6r2gaOFSZE93BKx8ULUQ,Spanish,146,4
oURfEfjMAhS7KXGfTpyecQ,Spanish,122,4
Fwu9oBE8wEjh0cxxzuY2_w,Spanish,270,3.5
xZ96vaoL-cQjfotmUKtjJQ,Spanish,832,4
4SN0mwVSzVkFTpb_aH8cgg,Spanish,197,3.5
HApdNNztx8Q7VF_9vkoAUA,Spanish,772,3.5
8QnDeEDw4PUTxjsfflrrwg,Spanish,786,4
L5MrjGhBqQkwlguY0ilxqA,Spanish,322,4.5
JL_p-OHtSEYVfoeLQQgqDA,Spanish,834,4
vo1Vw6i0-zJ6fpe1M3zqjA,Spanish,28,3.5
BunC3vD5EEiixraE-qFZXw,Spanish,1,5
boAhj2syzMciYj6eKKTWqw,Spanish,2,2.5
SyBFnqsPEge00N0_bHs2fQ,Spanish,335,3.5
HQvoYl8ARul4clhmlg6sXA,Spanish,1,4
zekbMn7KWtzxTFLtfEqb1w,Spanish,683,4.5
e1701VvvJIr-SC-b6KGo7g,Spanish,13,3
arjGljFEF5MQ9W2Q_GGCgg,Spanish,521,4
UYHlResz9YaunMnWU6XaPQ,Spanish,76,4
PjISf4rkN5UO-lHLmrdZjQ,Spanish,75,4
tW8a8-MX_lVoshmKRLUuHQ,Spanish,751,4
eoz2NahxyivVRs8Ll9Ljjg,Spanish,184,4
h1PbZq4nIk11mh0Qm210Zw,Spanish,46,3.5
BtavV48VjSbItY2x6FcYJQ,Spanish,83,3
tBPbg9RuXPOPbdxyGitZbw,Spanish,47,3.5
0qDyDGsZDGZ-34LuAJFQGA,Spanish,43,4
penftLPo6kx6qCtbsuyLog,Spanish,190,3.5
Uut2fBy53XdIgx1rLWdQeg,Spanish,453,3.5
FPGPTHWf5wXDsTJeMTqhGA,Spanish,18,4.5
wcxXuWG97E7y8XKC1cx6iw,Spanish,12,2
sjk8adZeERQnD5yK5laJJw,Spanish,72,3.5
c3D2ckzacnPtdGIM8tb-_w,Spanish,835,4.5
lqnI_jISnH7RZWlPtKkViQ,Spanish,65,5
sRJPc3snzEkZ9EGO8uN3Xw,Spanish,3,3.5
36NGJ_vn81vgdSi15WyHKQ,Spanish,46,4
p0zj5z71v_LJE-dV1ZGbcg,Spanish,217,3.5
g556-c5nqX09MCjL3SlPAg,Spanish,279,3
4fKYXE90bvuAyY_DvC2LOg,Spanish,223,3.5
BOTUl0eXbN3lE8zr712a1Q,Spanish,14,4
VISwpz_sdcgN04k1SuC0yw,Spanish,267,3.5
be7zagjfrCYN9EQ5ijld5w,Spanish,175,4
tTOVOkgXehSp4fhzGFbpsA,Spanish,37,4
hlQWGwlAu_b5BAXMF7Ihbw,Spanish,38,3.5
aJqjC4uAo6vhOpsVNCiMDA,Spanish,263,4.5
31XD1NbLOoZ-cclsfdf97Q,Spanish,142,4
HbCyzokiA19bEWUp6mga_g,Spanish,155,4.5
9x_PxjO25TNHsQFe2XSXtA,Spanish,106,3
G65jVYSAYE-74TCcnU2n8A,Spanish,109,4
6o0ik4agLEB0mlDlkPVprA,Spanish,149,4.5
jmLuDeuW89jC1tERmq2bhg,Spanish,184,4
1sQ3iVEs3O7uqUVhyrirUA,Spanish,50,3.5
mOoZZa6WIsgihc_TqyQcXw,Spanish,321,3.5
XZHE7vGtB_bSS7-Ha9nIpQ,Spanish,40,3.5
X2mfQ5SOE5eMuUzPrI_pwA,Spanish,624,3.5
RMbj2p1uwuL51CRZrEeYYA,Spanish,38,3.5
J6EsXebZbacSOoIjpQRocQ,Spanish,122,3.5
3koQihtL0aIYzjJweMLDnw,Spanish,22,4
0SqFgkdmfNWj9iUQgfghEA,Spanish,144,4
ciJa_WsJTzeWunfRbs5vfA,Spanish,23,3.5
faArSCx1j_7skPr6RQbpIw,Spanish,8,5
sNeefaiRztDQ10B4QzUi3g,Spanish,30,4.5
ETk3_Es7T4CYtFfFbQFmZw,Spanish,4,3
96svxj2NIOrba2fBMZAqOQ,Spanish,1882,4
k4ds_s6y8S46WzVIolypLQ,Spanish,100,4
JamSV3KHacnssRP5IfUD1w,Spanish,50,3
n6nxNv-jZNEPJq4cEiul2A,Spanish,24,3
pEyFR7rZDjOuOY3HkV57-A,Spanish,58,4
oRoXd9qWF0muVu_ht6yr-g,Spanish,57,4
mOUsnTTJQb8ByBxIo51CeQ,Spanish,22,4.5
G6mFQxCCmpoHGlGNz4T2Ug,Spanish,181,4
n9tnmfpCYjO5jsBY2x8ghg,Spanish,92,4
uqnJ8VHEudhb0t84_R9fvw,Spanish,97,4
4IE9hPuy5QIWVdaETUEG_Q,Spanish,284,3.5
TTGqDbPlAltW77Jr6JDeQQ,Spanish,110,4
IiEk3sTeVc-1xYaKztz2Uw,Spanish,28,3
UKDOoYu_g1HYBvs5TpdG6w,Spanish,406,4
NUmMCPWyrQAfTJEW-KGHkg,Spanish,55,4
Um7YmWmIas5Z9upab0kG4w,Spanish,40,4
IWYjJnnKWoKsEEe7-991-A,Spanish,103,3.5
JpUmsVDjA0zjygYcoskq2Q,Spanish,299,4
wUet3lZU0mZ4-hVb9QKgjg,Spanish,15,5
47_jHPl3p4-OYGCVLy2ZIA,Spanish,101,4.5
gEEqoeSekTOjRVmyY4fplA,Spanish,750,4
fp8X7ERa-0Ot_QD36I4ghw,Spanish,188,4
#NAME?,Spanish,13,4
BEnhDZrulF_-2Fl-nleWag,Spanish,133,4.5
8Si3qLOfN70ixYPhoDYr3w,Spanish,432,4
iBPQRnM_TMQX6tYdjCbCXA,Spanish,318,4
2IHGMQVQ7zmb89WyiiH1AQ,Spanish,800,3.5
JUP-LPfEl0roybngtY-4lg,Spanish,35,4
o_KYjDny8D1_PXPNS9r5_A,Spanish,71,4.5
f8TZ_ctcSwxwW8S69YKnwg,Spanish,1136,4.5
B4pHSgWZY7dyX_YVRQcQLQ,Spanish,81,4
B73kcWdUixrovBU2JXjoZA,Spanish,35,4
DjLxykRuP8OFtGtPPZpfdQ,Spanish,55,4.5
Sq_rG-TCyxnajp6jae89SA,Spanish,226,4
bVoMSENCVORvxeEVwkh7AA,Spanish,413,4
Hh9glEE_xDYT_pPUsRPXlA,Spanish,2363,4
wTCR-EUTLX4UoPUPdxWVJg,Spanish,674,3.5
zlZ64IpM7L8_-FN6E8OrjQ,Spanish,10,4.5
qMHzIYzoHYe55I7L65iEQw,Spanish,445,4
Y8Fj6nhoWrMuPR1rlzfZXw,Spanish,114,4.5
gW3KOWa75fYsy8j2b0jkmQ,Spanish,37,4.5
yJbUy3tzkL46BtrH0Ff0Tw,Spanish,199,3.5
zR4kawniWM6BceKJfEoSAQ,Spanish,54,5
hDgpiXE5_d4Is1sJ5kUBQg,Spanish,674,4
v9v72t3Q37HaaFPNu7_vxA,Spanish,43,4.5
5qaf_dwsqXo2ne9SkLyDhQ,Spanish,343,3.5
yjAhpQ8eNM9X8FdAPXTiTA,Spanish,177,4
zjglOaCY8xQu3s2eKnLFzw,Spanish,197,4
dqJsAPlCaS1105HC1lWRyQ,Spanish,34,4
E5rmVdrCn-0uwD2M9nkXdw,Spanish,159,4.5
oXyPSK-GWPNv4W5ARFchMg,Spanish,11,4.5
srhEv1OqoK9W5JRdiMWDyw,Spanish,1281,4
kNSM5GN0AFmN06l_9Vyjgw,Spanish,147,4
8KH_gonWVbrqkPgSVD1fpQ,Spanish,309,3.5
MRFexct4AaQakd2OVuj6hA,Spanish,1,2
Zjs9BS1R-BB1L4P_TRF46g,Spanish,53,4.5
08TuPi2yK7tC6TeeIO-5Hg,Spanish,87,4
P7RpZRG_pHokXA1D29u8wg,Spanish,36,4
P24zWPRDFCWo-IE-SvdIdQ,Spanish,72,3.5
m77JIwHI2izkARrQUehKKA,Spanish,51,3
#NAME?,Spanish,66,4.5
LOqo5ftcUbWm4Xn-KgqhnQ,Spanish,144,3.5
_ZbDZKrG5bE10hMUk3vnRQ,Spanish,177,4
ED2I3t5rOf81cddCsLA4tw,Spanish,247,4
5jLva_lspl1DbcjbuNzvQA,Spanish,2,3
uY4yQ3lTQr1-NDkCEgvC1A,Spanish,10,4
09-VdEHo3bTiv3wRmJcBnQ,Spanish,259,2.5
W_pQorY2cELJAEHjK5q_tQ,Spanish,47,3.5
#NAME?,Spanish,495,4
L3FHg9JUo8j4nufA80C6tA,Spanish,39,4
bfINnLLGe9sIe8rdbkZkUw,Spanish,22,4.5
uVfOB37NyYEGRs5FITM-nQ,Spanish,159,4
3km5RrRp0sr0axrcL_lb-w,Spanish,216,4
1lFzpfKYgzm6OYbZYHIzoQ,Spanish,76,4
l2b6HJGarUxoeLnM9syTmg,Spanish,90,4.5
LXsufIiUK69ZPjS7gId-cg,Spanish,34,4
a9u5bv3PvRLfsIcELLiYIA,Spanish,11,3.5
myZKkxpA6i23KtGHXClmwQ,Spanish,27,4
vzAZ0wX0eY4EDh4CSly3Dg,Spanish,175,3.5
UpCHmvRNZWHaLsf6PHdDug,Spanish,42,4
76B7-T4f1EdsQsoI0NM9Wg,Spanish,412,4
e_2o3neKJ5vwDXKd70XLBg,Spanish,155,4
yrrAP53OfpOTcWmkzJhBBw,Spanish,14,3.5
U1rA6SLeS_jMwqm1Vo0yaQ,Spanish,207,4
I3wIxlUbLXwnq70_rwQruA,Spanish,267,4.5
0ALbdMnTBX0vkSPLzIDMlw,Spanish,356,4
Vd7BOoV2q7qBCNzfGSRf_w,Spanish,35,4.5
qFtwAqz_hQFrXYKHOXfVNg,Spanish,210,3.5
azOGJ8gBsP4RF2zOJTSwDg,Spanish,275,4
bL_SxpTTk8Y25mRFmhap6w,Spanish,332,4
6yxGYGMK0gyeFDzrGZSF2w,Spanish,47,3.5
CLYgWtV0g0t96I2PMysfrA,Spanish,251,3.5
X90sgtmcR-FdUndlbA3EyQ,Spanish,16,4.5
9PEO2Cr7Yo3bqHj23QdA2g,Spanish,20,4
ZXXSmNCWr9uBo2NuH6tTbA,Spanish,26,4
q6FcRtW3ZoQ-hynSCSa8Ig,Spanish,453,4
lmiwPS9tl3cyMDGDeVstqQ,Spanish,108,3.5
OAqsZMbjv66nOMqlimnYuQ,Spanish,1972,4
4C9uO4dRUFW-QPLDfIqibA,Spanish,15,4
Fj9ZANHw4gVd1W7UljnTFw,Spanish,101,3
qBUaXlExzI85xpykKw8e6A,Spanish,325,3.5
5wMhIUdl9d3WJZpIW8dxDQ,Spanish,99,4
Z6te3r2X6EoB1HXF4XmctQ,Spanish,200,4.5
2qXRHP_Z7_PbG0WCAStzVg,Spanish,136,3.5
6CaGhpvNWMazJZL1v_JkCA,Spanish,158,4.5
PnuHBmeuUH-BhnqNS39QJw,Spanish,14,4.5
2uVut84nu_1J1iXRoXRMiQ,Spanish,160,4
hw8ziubXsFocun6KR04VVg,Spanish,602,4
fjGTnLTvt64N8sk0_MZcGA,Spanish,321,4
5QTvF4tHAwViCRScDlSrEw,Spanish,21,4
xDes9swfd7OUV9kh-cLmsQ,Spanish,40,4.5
P8PGGzxZeMm6Na5gYqvudw,Spanish,371,4
RosZiNt23_DNk-8qXiC4Tg,Spanish,20,3.5
DsUkklUsDvNPa2naRqcz3w,Spanish,23,4
qpkFmGyvbZv-g2fbwyNQUg,Spanish,354,4
twHJyFgUSd7wzioKQjE7Jw,Spanish,708,4
sQ7ENDHnfF9dIHhYrI8oHw,Spanish,438,4
pEJ5Zw3ogzbCpWAa6buJjg,Spanish,87,4.5
SYQbTKjuKc0YRDBgHfydJQ,Spanish,2,4.5
24p-MWh8_jZWLZnR9X2NgQ,Spanish,196,4
I1AqEw-O6spamgtJLNPjBg,Spanish,233,4.5
McJlk6ywvzcolSd0YElROQ,Spanish,171,3.5
liaw_m73XvOmEiB8e1Vqkw,Spanish,1178,3
1Cqn-ISALp1zTcb8Y4W14g,Spanish,80,3
8knc30wyUEQzwdqG0C8m4Q,Spanish,145,4
4IQh44QquZgbSD-bLYnfeA,Spanish,4,4.5
6E1FMOKa4NvVEIo3ftT7bA,Spanish,825,3
zg9Jrtx9rqTXeaqufSOxHQ,Spanish,364,4
jtFkc3mJBCtjUzR8sS6E3Q,Spanish,87,3.5
hV5JjlaSFrXezfZLHSaWeQ,Spanish,386,3.5
4xDe1yQvZMZ09bEBzH8AJg,Spanish,1,4
acOXnzN2jRvwMecC2JYyAQ,Spanish,24,4
6Bp2kHo6bY9wzFDQrHIA6Q,Spanish,31,4
IjQfRNt5Xp4AQEyEJfJ46Q,Spanish,17,4.5
a5enx8VGA-MDRIkCYOqY0A,Spanish,85,3.5
Qqfnci5KEBIHJKzb_Ntxzw,Spanish,23,3.5
Ks_oErah1mfkGEDij9lMhQ,Spanish,105,3.5
ogZznMF4Rv-10Ob6gDagUw,Spanish,7,4.5
rI2AEfnQVvnFoWn2De96Qg,Spanish,248,4
AZXFB9GbuztHtq4E223cag,Spanish,2,3.5
F0R85lX83MSfvgsJ3sXI4g,Spanish,7,3.5
EHUNrnIgnhwTnpOm3gEESg,Spanish,511,3.5
2cEDaW2j_oLGRm7adc6cJA,Spanish,3,2.5
nhi9FmOZvn9I9pV7CFIBUA,Spanish,2,5
mn59mvZO0Op_Z-RvROgX6Q,Spanish,177,4
DLvwMQNjhR1ewCmX_lnqgQ,Spanish,18,3
LlIoIrGQFgrrutr3j5PS2Q,Spanish,2,4
DoSU8IPq-Py_YV3kYmXPfQ,Italian,1723,4
rp8S7scxOkVVeG7dNneMGQ,Italian,1475,4.5
5TX0X8w5ssIACU_pnBEq6g,Italian,1633,4
IErfGS0DASSJfYU73m0Sqg,Italian,1097,4
Ve6GVzzJpR5QIIPdcn6ViQ,Italian,697,4
OAqsZMbjv66nOMqlimnYuQ,Italian,1972,4
MOwB9YYd-Ko6nVgSB-ltQw,Italian,652,4
z7H9ApIGopnDnQaglnPTzg,Italian,202,4.5
