RestaurantID,Cuisine,NumberOfReviews,Rating
tKog0Ewz1roBME_kX1G6hg,Turkey,318,4
PeyNYQR-wn7a_mye_0SCUw,Turkey,121,4.5
9W-iYE7L_xHk6AY5wTUjkw,Turkey,141,4
v0LGazMDlyPX5ceLYpZyTg,Turkey,345,4
N6_qSesaVVrnZ5VDGFpCrg,Turkey,298,4
D2SN1HiPSMrRHo9WxWVbTg,Turkey,95,4.5
EaBfDaigEFng3HRKlfH88A,Turkey,206,4.5
HNFt-Qvat4hQNMk-LV8apQ,Turkey,2,4
Gi8HGtzVrxTg02IBXpSClw,Turkey,252,3.5
tvzvtPn7ZedYflgYjz3NXA,Turkey,242,3.5
#NAME?,Turkey,155,4
5K-AyByoRLKW5XMxOSkNTA,Turkey,81,4
cCesIqo-LQt0cRlZAnrAZQ,Turkey,1678,4
9hL1Wb-OXmHriWaKJBQ6hg,Turkey,76,4.5
qYqe-kArMUebiEvxUPUlVg,Turkey,378,4
zmOISxxP_O96pZFkC1kuVA,Turkey,89,4
1gQd8Bg_W9J3hDv_gsNZ7w,Turkey,45,3.5
4rWJGwb3rjDoZHA0AECa5A,Turkey,777,3.5
wjKUYmZNazd4S06bDMVk5g,Turkey,4,2
kx33pm8e2G2mDhj6CQLe_Q,Turkey,97,5
Wh2K9iqjBmnlqv3T8bu6sA,Turkey,249,4
sSbclGi8ygaPrDf-2UgYqg,Turkey,8,5
PqtvahwtmGkGGDyvg1DRCw,Turkey,11,4.5
6OSf-XAdH9z-jLiXxTPZKg,Turkey,159,4
6V8FiEj1OSevz9a2xK6ClA,Turkey,2,2.5
WhpYUl9BgMkiCpHYAsU9UA,Turkey,17,4
08r2HipnMw0AovLfXed82Q,Turkey,256,3.5
IoYXn7KQAwWhPcz5PH5t4Q,Turkey,355,3.5
u97rGETQLmbQbY3rXHECUg,Turkey,151,3.5
RUL5ICRMDWEnJPbviJYVQA,Turkey,149,4
S1scNP7ijgAXkbD-cIxl5A,Turkey,3,4.5
Nx2fUMVJwuZkbLtqMVJRQw,Turkey,23,4.5
VnjcxOUuZAeJMiDIU-7hUQ,Turkey,1165,4
WV4wZZVIKmanuAEpHo-rZA,Turkey,23,4.5
6V67nWoMAmikODuyQNQ3fw,Turkey,88,4.5
eJzVEVIHql5Vyi0jNxT0Xg,Turkey,18,4
1E0ClsoTSOwZ2vA99Nyyjw,Turkey,9,5
N9OihQ22xLyfeDRSZoDCVQ,Turkey,1017,3.5
BNsKXLDL0pM_IaAR_LR7bw,Turkey,608,4
dYB5RXpSTcngv0JDUd0wmg,Turkey,8,4
moLtpz7do56gtgbfcjB8Hg,Turkey,70,4
mBXOKTfxcIrDBEoVTbkxpA,Turkey,2,4
wuFn0SKmVdTgweA_7O9lVA,Turkey,76,4.5
VAkdznBlCPQ7KFvm-Kma0g,Turkey,262,3.5
h--B7M-Sfs1Y8hhlPay0Qw,Turkey,32,4
KCISn0hhX9wH9ChgWRXnDw,Turkey,125,4
gIaMXRb1HFX5KVrAyJHioA,Turkey,1,5
q2VwOuFDRJyIUfUFy8HQzg,Turkey,146,4
CX-QTkLLDz-wkEQ9c-rG6g,Turkey,137,3.5
ViwJm-vnLYFcYyEmc4KX9g,Turkey,15,3.5
QN5PJA-b8LESiyKa2ABWkQ,Turkey,2,5
L65-2QsNv3y7-tu6xGLAUA,Turkey,173,4
oDOr7Ucv2lDDWxM7eVJfuA,Turkey,34,4.5
ZnhRUBos9FGQZrzbcPn6Vg,Turkey,303,4
LgKU9XZ_kLbYJo1or1dzCQ,Turkey,118,3.5
_ukayPVX6Wz9elQNVEwgDw,Turkey,3,2
_9TDcp-kRMeLyje8gMopDg,Turkey,513,3.5
Sfa8CVjEJRECW1AQ6yMXcQ,Turkey,76,4
L-xJ4MIzPRfvL3LgLEWTOA,Turkey,80,3.5
b9eB9hyMKDZ2yuRy0PGI9A,Turkey,7,5
T09Ow9yArAMX1upKXRHBkQ,Turkey,8,4
w3rPFqs3rE0-7BWfFP23iw,Turkey,209,4
4nO6ZJz6Lxu8fsyfOUx1pw,Turkey,120,3.5
4Ph-BYPqykjVj9v3jg_BwA,Turkey,153,3.5
D2qV8sDdHEFlHbVz7VSHRQ,Turkey,854,3.5
zHh6ioC3tSXBFhXXuXrL8A,Turkey,86,4
wcxE4r3hubIZuBug9V38uA,Turkey,5,3.5
cQxtisUT6TgEGSN7gpnTDg,Turkey,1268,3.5
v_Er-iOLKDUDw2MZ5i3-6A,Turkey,4,5
i039vyK6n5x8PkCg8QTjDQ,Turkey,24,3
cQzOoznq71QW2YVnIT4atg,Turkey,5,4
_kxXp3kBxNxKRbsSB9qB1g,Turkey,14,2.5
FHMMwIk0ynfEvVdhMgc0Lw,Turkey,47,4.5
VKKXe8TdToQN5vXfxj5csg,Turkey,57,4.5
qdmqhIYedl_AFR_sXyYfKA,Turkey,7,4.5
ULfbpzstDgCfkQGhwFzn8w,Turkey,26,4
QaEOw3iqpFd15icPaVgPow,Turkey,342,4
j_Zb_u7BtsMgXCwvlohBbg,Turkey,178,4.5
dizdVxRrqp2FMw3cnBbSWA,Turkey,6,5
Rm8HzD4vkFmQz0pr40UkRw,Turkey,20,4.5
lufGvEFnZwXfKgmugyuVQw,Turkey,9,4
aAqdmE9QFLLQsYDMibtbJA,Turkey,101,4
0scQ5kKKJgxGXEEBEkwSVQ,Turkey,1,3
3xfgQCEk84IBGLFk7R5aHQ,Turkey,2,5
LvcvCQUYuZttX0e7wiICVA,Turkey,40,3.5
Lxq4jli3EqgcDTb9hAfU0w,Turkey,48,3.5
iDBeo7yGh7F70MvxRIQdVA,Turkey,8,4.5
TEmIBOuCPVeGg3c_Ofk1bg,Turkey,17,4
jlpxzEtdi5lkGkwWMTC-GQ,Turkey,119,3.5
CVliR21y3FX6zQ9MLO7Rmw,Turkey,8,3.5
r1__mVuxc7ycj8eBYEaWhQ,Turkey,8,3
tCCOx1DJvQuaiSTSa9wnJQ,Turkey,7,3.5
n9D1UuyHFIyJN2PuJmvFUA,Turkey,40,4.5
ZhdF4TT0VfFZvFty--F_fg,Turkey,15,4.5
U0vTlPd_wWUcS5NCMkHl3g,Turkey,8,4
KkMErihT_VMr3O9hYN25DQ,Turkey,19,3.5
etjwyyRsctQujKcIXYTgCA,Turkey,3,5
o1SsE8qIzHUTuSaLQ6gS8g,Turkey,4,3
W0k5HHTa7IJsR51Nf7fOmA,Turkey,596,4
Q0B2qbc-jJWOP7GQe4XwAg,Turkey,226,3
wv5N2BSaL1ueWkZwKZLhzg,Turkey,3,5
qGImDJTEkvVjbO-94NUzaA,Turkey,16,3.5
MctQwL9Mp5X7DJk13VoERg,Turkey,989,4
35TekDVXNNnWWz4tDvg-_w,Turkey,154,4
GPaZ60EKpjdGMqM1cb3Olg,Turkey,29,3.5
3Ic4C60oSH1cV2jknUXSjQ,Turkey,652,4.5
gXrj1hbH0cz_-GddzL1gDQ,Turkey,88,3.5
XT_5b_PQvYivc1T9RPdS3A,Turkey,32,3.5
dvUdfsBqaMFcnPtwA-BVhA,Turkey,21,3.5
tew-FjBiwKblt_fI19xIlg,Turkey,190,3.5
aTUVmObhYiQzCTCD3aBbQw,Turkey,17,4
8v3JEKpnsVavOiwY_NYpxQ,Turkey,2,4
2HwB0HsQP6eeoI5FnJZGcA,Turkey,9,4
ktoeJcZ1_hRsY8V1iCphGg,Turkey,114,4
CgLqQ_av9FHHvAiFv3ddxg,Turkey,29,4
Vix6urWPStcjaS00HSeT3g,Turkey,124,4.5
uROb7GJ2YVWt0fWUwNt9Gw,Turkey,15,2.5
Z-yRKPcZQS5dhw_ph-cWBg,Turkey,262,4.5
KMt3QFk-Bd5FMxxMW2mpnQ,Turkey,7,3.5
aDIcCTZnvPL8F6cZTIiIxg,Turkey,38,4
ohLIPmzTysowInbte9XhMw,Turkey,315,4
U1H_LiA_-9NtaSbehPdODw,Turkey,227,4
VYHg8harR7JdcwPxsE6eTw,Turkey,10,3.5
u9zVZH0liQu9skIz1kGrMA,Turkey,150,4
X2cZaJqblzi4M0irKodWcg,Turkey,187,4
QG8pqZsrnr-wTCMLn3UeBQ,Turkey,54,4
ZHSSqpcuqzA5xcobuqBNZA,Turkey,20,4.5
4jEelcbJ1VIL13oSO7Mp3Q,Turkey,2,5
9Xo3owk1WNBYUZaczwXvog,Turkey,6,4.5
VOMSRoFftPqGbBLGDKpFkw,Turkey,15,4
IWZqUl46ogITQyDz3UAXPQ,Turkey,4,3.5
BqKuDTR5UfzaXA39_wH3Yg,Turkey,148,4.5
vB45zf5b915535lf9QCoqw,Turkey,2,2
eV35y6MHc3Sxo_au-FOO1g,Turkey,6,3
RwwLV1hIxNEvGJb7OeKRPg,Turkey,1,4
SGS7JtK6RXmHNmem4vQwlQ,Turkey,48,4.5
ooklUcmp13vzHiJu-ZRqTw,Turkey,20,4.5
7MvT9cuq3cDoXSYUcsakjw,Turkey,1,4
hT1NOAqwYhVtQ3rrEK53MQ,Turkey,4,3.5
PQAIs-ZPN7QrBvJ-F9pE8w,Turkey,4,5
2R1KAjhs0bpWqLTcB5QOWg,Turkey,130,3.5
#NAME?,Turkey,24,4
6KcS6hc2j4kJi2XTGxC1eg,Turkey,326,4
UzbUpYfoHwHrNCFWSuz_hw,Turkey,15,3.5
kFV-XAalWCEZN5VW77_3Hg,Turkey,136,4
vIqs66_x1w0HE5ijkQxjew,Turkey,54,4
CFiPz6efRDaZ2AovXJxCqg,Turkey,1,3
WkALLrAOqGnMPhWhR4pM8w,Turkey,44,3.5
bgNk_KutszYP-Cbk7u9uPQ,Turkey,7,4
k7zyWI6qF0gcnlV0th6Wqg,Turkey,9,3.5
OZ_ww4bXJXeH4wLKHnEbAg,Turkey,84,4.5
Si0c6gijT1YMai2jX0bC8g,Turkey,20,4
UXVDyIzmO5kmJnlv-HDXLg,Turkey,2917,3.5
WQfY18lk9FwbdeI8zNyXbQ,Turkey,313,3.5
qKguwDWn1e3XK-59W2SHqw,Turkey,4,3
V7lXZKBDzScDeGB8JmnzSA,Turkey,8824,4
ODFSauQouKt-G_QHjwTpmA,Turkey,38,4
KxFUde0zYhZXBeJKnwPzMg,Turkey,162,3.5
NI0gvoYzOK0EjjoGOlYFzA,Turkey,137,3.5
1IsRBdEoRDeQz4VUJuU0FA,Turkey,128,3.5
Z1uRdtyn0xcdo35RL6_N3w,Turkey,12,4.5
Dq_KwjD7WpGmgrXiu0qEOg,Turkey,162,4
ggXGOHshLOA3EEQ7aRwmDQ,Turkey,168,3
gVQ9J1NrmZDCe15IVP7O-Q,Turkey,777,3.5
01gSfHp2VNsM6IvoqCdCZw,Turkey,6,5
zjks9r34-5cw9FrONfpsCg,Turkey,65,3.5
4-P1arNgfHQ-PFmJkq7tiA,Turkey,104,4
DAQPAMt2LDsbFxPCSvQSew,Turkey,19,4.5
uU_elQDqXe3-hjICnhfQXg,Turkey,15,3
D8STvGfz5CjczxmEhbJz_Q,Turkey,10,4
SaXPPpupqhlaFUDVVAh0OA,Turkey,8,3.5
fBDnGXpDXFAgpZDB0XDSvQ,Turkey,50,4
N-85msuK0HE5qOp3BpPPEA,Turkey,30,3.5
or0Op4EDk95L0vhLwSATcQ,Turkey,37,4.5
2BL1FfLuumLlgCAf4vHHaA,Turkey,2,5
o5Rkhc6jx3uTXhQko6RO1w,Turkey,6,3
SuN3HU1TrpDBFoqFED905g,Turkey,5,5
P4HX6tjQQK4gbdn_d0cGTw,Turkey,449,4
zwJ6Xi4eyRODbErmysIEng,Turkey,4,4
Eumq0TfvlBHZFjTQWLHfBA,Turkey,6,3
60_ONUWGij1TbvDHSEcOpQ,Turkey,675,3
L-FJLj5rq8q3ilQGSdx_gw,Turkey,26,3.5
A1hTCaZCnqlZGDR10YEEEA,Turkey,27,3.5
OTpQbSQNGiGudqJKJASmpw,Turkey,434,4.5
bf2gElKkOHClspvNWfdHQA,Turkey,148,5
lpoam-7-1cS_tekd_uc8HQ,Turkey,20,4.5
P7ccAWcoLw7LDwzfULazcg,Turkey,3,4.5
aFsKxUfIscCMD14St8r-HA,Turkey,22,3.5
qUOxvK1j0F293sZk5PdSBg,Turkey,122,4.5
bxkkhVvPliA22XuyVH3Bdw,Turkey,192,3
9iC39Z1YjZKbrrCANgzBXg,Turkey,587,4
zYT4oevZCBO1J2r1heb8VA,Turkey,72,3.5
I3jKi1C0nYefkw8pA3HYpg,Turkey,45,4.5
#NAME?,Turkey,166,4.5
JvVAXh4iSByS6TRn87aVVw,Turkey,16,3.5
xYHEQjHCgc_a8_-rxBawig,Turkey,7,3
mnV1__bNIGFvSDvHd7S_Kw,Turkey,4,3.5
55spA8dSOvKRme3ix-k7gg,Turkey,873,4
6WOTOYYabHMAXMl1GhDDdQ,Turkey,2,3.5
ssGhu4n3emZ9kEPVf371IQ,Turkey,1781,4
penftLPo6kx6qCtbsuyLog,Turkey,190,3.5
1-K3qGMOtZ_Dv5e7CJxusQ,Turkey,7,3
pIQ0oSsZKO-IqOIlYH_pXw,Turkey,19,4.5
xefmiLAsKURFc6FDGSRgfQ,Turkey,69,4
hD55NUiGDK7STQ8oy9QDPA,Turkey,389,3
1rCKMrnb9keS8hX5OXE1_Q,Turkey,2,3.5
ayXks_0MqvVjU3eub7y-sw,Turkey,17,4
2Z_WBokjQwapf7kKxl4w2A,Turkey,200,3.5
RKAK9AuzKR7K36ABcXPjTA,Turkey,110,4.5
wJhm-RhgPhvlqF80s5D49Q,Turkey,17,4.5
n7m04vLBK5FCCJcFQ099TA,Turkey,109,3.5
TGv0foMp3aBjlrugbE6qGQ,Turkey,54,3.5
mHVSFTSSKoKpIWSMNJqBwQ,Turkey,70,3.5
fyepvQnhH7O1Bw9V4Xu-OA,Turkey,44,4.5
rzY-VUEp2THFhAzQttqOsw,Turkey,28,3.5
J7JYXewqxy6K49cM-hWhBw,Turkey,56,3.5
Bw34nA4J3Oumxyvi7KssAg,Turkey,3,2.5
klAhw3xLQi9GF1tf_HnS7w,Japanese,1691,4
7iY35991NhQ1AShJZCNZgA,Japanese,1607,4
LRyA5LakzQpv1t6pX-AcGg,Japanese,26,4
_FhKGcCbiYgtkXcCiwTAiA,Japanese,644,4
axqp3pGJXnTLgq2QrPyDyQ,Japanese,354,4.5
YC-wGlO0oOkEIaCEDZv-ag,Japanese,1158,4
FlZ1zdVEKWv7dwqm8Uw8-w,Japanese,638,4.5
OLSSJIp8pu5UlugTF7tuHA,Japanese,1153,4
wjIyCBEpCG_HRp8veiI0YQ,Japanese,674,4
i8F0fnempD5fTb2CxbwKDw,Japanese,205,4
HZWHBfeuP4Fb6y8b8uqnbA,Japanese,1477,4
KJTTqIxuB0BEsYxLaYyAZw,Japanese,215,4
diz6_4TVSP6EdWEZCZ0Acg,Japanese,155,4.5
_IkMfWpOkQXRZtJAYJUJIw,Japanese,266,4
VzstANC68PM1BbyOcDXEtw,Japanese,164,4
8NVN6Nldm7AGoGaABBZMRw,Japanese,534,4
Ms1p17KsYteDlkvHnllC2g,Japanese,728,4
MmXZLVwWcYugi_TXSHmjeQ,Japanese,147,5
HO8vjBAFY3GU1erXMZ_UbQ,Japanese,69,4.5
BPZfuPvSxCfoppU4lPFm0Q,Japanese,556,4
yoGoH-1kDWMrQBI95ITo4A,Japanese,60,4.5
SEPjcYB9-BUcilZAk7RR9w,Japanese,94,3.5
KfaG5PoTEPpbODHBta9irw,Japanese,878,4
J9UA6rzI5WW_cDGjwDnF5g,Japanese,1129,4
DNSFvZtdsqkaidmFSpm-Jw,Japanese,138,4
6lUsFj0KCao678o9L7QwUw,Japanese,1041,4
flHcoaHEWxACgc-Vk9MsOQ,Japanese,127,4
Uu1wc7CrweSIB4B7FLdbwg,Japanese,258,4
kN3rkbjvqkY62CDRYUVz4g,Japanese,179,4.5
Z-KV06jQbPovawp9dJD3vA,Japanese,26,4.5
8iSU_z2JkjjUEjm-Ur470w,Japanese,642,4
YoR6ouUwehLFnBQ7RAjPlw,Japanese,37,4.5
pNe8ZCkGTe4cXfKdOF7kYQ,Japanese,223,4.5
FCoRGys6wgE7fSQ_YAUBeg,Japanese,125,4
Je2MuObgrne2wSKhD5MZ0w,Japanese,87,5
zuD-iB7hV_dnf_JzBk_DCQ,Japanese,43,4
qNyUkJJjg1Tu6XmhAUU1sA,Japanese,7,4.5
kwq1W0opBnOYKoUXWYyQ5g,Japanese,67,4
6FZf17rNThWKoF4EU18wnw,Japanese,214,4
xFp3xSQ43J-i7nmJfNBsZA,Japanese,365,4
ejmJTjHzdMxoq3t7pnnjrg,Japanese,54,4.5
sNeefaiRztDQ10B4QzUi3g,Japanese,30,4.5
479rycCXZojMT9S0cl8Oxg,Japanese,105,4
1TEsPWu212B918MtgiSu3g,Japanese,42,4
PwrYnl3j3YCGzILX_5UHpw,Japanese,26,4.5
ev6e12vhY_0y4qE1cRhv0A,Japanese,819,4
#NAME?,Japanese,1073,4
oTkzgr7hzOAdlP99Auj3GQ,Japanese,1169,4
ULDVJYTT-47RqbLtlR_FUA,Japanese,210,4
ytABgZNWnFXQUjOYjh460A,Japanese,422,4.5
kesYSgOJW5krU6L8n9qQ4Q,Japanese,167,4
Qli775QfVY4oFPNu7Cy5Tw,Japanese,183,3.5
mESab-FqL5QqSVsnX72asQ,Japanese,529,4.5
8tcFpd0dcmfzbLgbTO4tdw,Japanese,109,4
6qzNc9Z9DHYYleKqrW_K3g,Japanese,873,4
PTYUAAJbEmvIv4EsyRrcnA,Japanese,370,4
Ad3dUoLatOdNtB4LxfmmWg,Japanese,1485,3.5
oyyubJoK0VZ2V3a5sVJULg,Japanese,663,4
aK2ipD9K8-usBw_gkvvJuw,Japanese,246,4
l_RAv09V67j-Hm9dyZxWhw,Japanese,277,4
nrxSzq-VxLqD7aFkE4SH3Q,Japanese,539,4
i8ejDDR4COtukAAA1Ls5fw,Japanese,1276,4
P_UREWCQxEYVbBa-KW_Wew,Japanese,1145,4
et9pAFtSvNOct9Qcmtcf7g,Japanese,138,4
vX0_qcuVXoeeH1_24I8lSA,Japanese,92,4.5
_2V0as8DZDwVxAi3ZJ0JkA,Japanese,238,4
OFfZUS-nu6NDnsWe1B2bUQ,Japanese,282,4.5
ynR4-QgEOsE7VhNfIWo73w,Japanese,56,5
icZcEK39HXuL2q08i4EkkQ,Japanese,125,4
8fr5FYU1ip0phERt1mrekg,Japanese,637,4.5
NRJq2BNcbjqAyxUB_bw7gw,Japanese,481,4
n1xpGOPa7XRq4or7QLjzHw,Japanese,103,4.5
R9jTfyPlnfk23gy8VCCVAg,Japanese,23,4.5
6t5xWjPLWAjJV3YFMX_oaw,Japanese,112,4.5
TN4RnyqHMSupRFot4Q-_EA,Japanese,3076,4
NmWRyxPPk9Up5jZIWQT7jQ,Japanese,65,3.5
ww-GIpxS6L6nUKJWtmI0kA,Japanese,113,4
Brs_MJhAXe60iMnlpeqkKA,Japanese,687,4
ZlNDeVv6UJ1cGzcSoypVOA,Japanese,55,4
9bAyxRD6RsGEUQw424ovQA,Japanese,576,4
8nVsfKu_NGdTgZruGNW9-A,Japanese,9,4.5
pTMnHb_W3sKqS8oCzjHdVA,Japanese,192,4
8lYK0L12S3EPeJ0ZW2x9xA,Japanese,401,4
aTzxrI2o3vH_HQkqeFszzg,Japanese,131,4
WHXgDm3kcU-aONfjR8tX0A,Japanese,184,4.5
zuiEL6WWZ0OXGS5whWfqGA,Japanese,400,4
vAxm4dekBCfaRNoBYbx6OQ,Japanese,440,4
T1bgtJcjtc-6xykWqBRfUw,Japanese,308,4
ZOpnIsm7ihoO1gq2YmGdzw,Japanese,238,4
K54qUgd274Fj_LvHCjeSFw,Japanese,224,4
Clumryf360iOnwpZ2ML8aw,Japanese,234,4
kr_Wu5m0P-AEghraNqXeTA,Japanese,563,4
t1w4qyqyfEdTPhoy-5t3FA,Japanese,2745,4
Fb8vIbK7jc_6cTDJ4tOKTA,Japanese,376,4
Nbqzy3ea5_x2zXWkdWlUIQ,Japanese,136,3.5
7rxg-tWPc1jK7Cikn5R86g,Japanese,391,4
IjRxYyr41Yl1fGhIrss1vg,Japanese,67,4
wQU3LMmOPNzxL-ptOi_F5w,Japanese,485,4
zm-PPnv9eAkWYFGpVg9kMg,Japanese,274,4
e8EW89rpbE1G2Ev41yypTg,Japanese,81,4
9g0H0NPxJpt1FVi_MFS0Tg,Japanese,16,4.5
EvAJBgBdgOt1jx1EufRN7w,Japanese,621,4
bUtl50tG5P4S2fYh_BtZ6w,Japanese,32,4
nEkVibaTuIFEcTNtltFgJg,Japanese,370,4.5
6AD684cLq5kSKSf3naUhcg,Japanese,50,4
5QgBCrAbXbM1ORiqZDrBPQ,Japanese,1500,4
qVlDLz8Ri-ThAFJgYHuQ9A,Japanese,12,4.5
aQHyp7y5Ux1sI8hC6qEwEA,Japanese,40,4
mlJpfJMCS_bFnR5cWX6DTg,Japanese,196,4
Xb-NlVV5gYKX2Amd_WeWoQ,Japanese,58,4
TBp9gdS6xEbSQqffVZ7iag,Japanese,424,4.5
25KSIumOXSnysnUIGAhNYw,Japanese,162,3.5
FdCQmAHzhbHuaP5lcsYs6w,Japanese,33,4
IU7J-biFGBwrl6qKBPGStQ,Japanese,211,3.5
ONQRhDuWv0e9R5xOiI7YAA,Japanese,991,4
a7rM-AOM7_xi8AlWX-Thkg,Japanese,184,4.5
JhJLPp6KuBcD3CHCkEKJ_A,Japanese,887,4
7EaiwMVaNdQibSs0yYkE5Q,Japanese,1924,4
r-By0Hcu8imVawDfIMwRdg,Japanese,4,4.5
QR1YIRzFjd2bi5iBzT9zXg,Japanese,965,4
FLKABU82NNDnCvZSZD75Bg,Japanese,152,4
kQa2W0D84lwO31QgUPoOLA,Japanese,134,4
vec8jeVbbSGzVlStl0Xp_Q,Japanese,428,4
IPhWpqIuAiEerKlLS82RpQ,Japanese,7,4.5
8nmMip_O4vcPDcujTEa_TA,Japanese,167,4
ymb0SvFrlcWm6k_Gx5SYcQ,Japanese,155,4
bnaeQCoBiQ7a5IfyBkrGCg,Japanese,65,4
5eXrMPB5GUM-sapL8T-znQ,Japanese,90,4.5
GlPJPpKvPR4d8dmcSEYpdA,Japanese,718,4
lbqm7geYKkE9zf1Lk-ivSw,Japanese,89,4
itblJyiTY2h2ACidLk66oA,Japanese,490,4
_pJXD4g4Fr0uWZvSKuG_cQ,Japanese,220,4
auqBQYuADVdWaTO-RNBeoA,Japanese,471,3.5
ocnHpILS80DHL--34L8xpw,Japanese,8,5
ci457I10hOtr9PpEQ5wpZw,Japanese,16,4
5UqEDoMZCrvhSKgCWg5GGw,Japanese,121,4
zGAQqDu0Ak2khVYs9WdQxw,Japanese,1083,4.5
TcuWyuZAORVnQBPCMNbTgw,Japanese,486,4.5
o5EIqc4LekAoeLHiYjzLqQ,Japanese,158,4.5
frrsYSWppFwL10u01SOAVA,Japanese,47,4
diCW3Pj1PTVRSyol_d7cZw,Japanese,429,4.5
bJgl6cDIBIMlgrntQbxt1g,Japanese,1028,4
Qi1AoRNcFEX8etII_RZkFg,Japanese,134,3.5
wcwftlB-61XG4ymGTR61aw,Japanese,517,4
4Jp0wdJXLpmgCwWv6o6YEQ,Japanese,176,4
lbpsRAg22TFMuBaDt2nZEQ,Japanese,157,3.5
MwtXOkRUndPU-ivbtLD-bQ,Japanese,246,4
hvrQQ0YWqgw0__OnofqXag,Japanese,459,3.5
SxKvgnkMMZdhBJcxxKQnww,Japanese,988,4
1rjxNwYpg0orCcZi0ku9Nw,Japanese,329,4
kzmKTYkGLE5I-sAuY8mDGQ,Japanese,5,4
4qtJ_u-7-73ts5UPa6NBmA,Japanese,42,4.5
IPHolyNKu-W1DPJKxWvKQw,Japanese,102,4
1HBtCnBGBYoq3zaQUxTbmg,Japanese,54,4
HFn1sPqKSzvxaMk2n2ZtJw,Japanese,484,4
AnrLdpW6G-tXQ7xhBYiA5g,Japanese,95,4
baQdCPehE8AtwQaDFTdWCA,Japanese,77,4
YVqpoDk4fC3noi3_lcBP3A,Japanese,87,4
QmelPAXgkVLZfUb27diAEw,Japanese,79,4
Uoic12Je-GLfRp3D3Klp5g,Japanese,135,4
15R8rx9SHKNVYBwgAuTyGA,Japanese,94,4
q23Br0CDFO6a1qx_7ItFKA,Japanese,64,4
9xRIcn0jTyvWNH9aBO3oAA,Japanese,1398,3.5
W5RSIwNKBa7k0jeAs5KDYg,Japanese,530,4
1_JEFOI19hAu3VoODcTUvw,Japanese,8,4.5
CqQ2Og9kf-LhlUWtODalCQ,Japanese,649,4
oB2cpcZNyjDklNqZN0n8hg,Japanese,63,4.5
YjDOSFuRWNp2d1znivWyIA,Japanese,247,4
z_yu_Qo1xTLeYPBqBM5igA,Japanese,89,4
wHHKg9wg30HuXCwgbmoJPQ,Japanese,24,4
ieXKc6S3WlEiVkyxgaF9Ig,Japanese,74,4.5
r6r-XK_wL02FQdAgaauTxg,Japanese,183,4.5
REIcoQFvGB7B6S0GmqHo1A,Japanese,96,4
xrnk8mgoV7up6fauVmugpw,Japanese,491,4
Vf38zUk09gMgEzg60BrACA,Japanese,16,4.5
pqebqpVTT8bR_s9iEu8dOA,Japanese,656,4
Zjdtcex73QIz2_MvEvDrFQ,Japanese,77,4.5
1en3taVtoDPgtEDWHrFeog,Japanese,89,4
L3reOLLPez7lnOhyfCpvkg,Japanese,81,4.5
VVlHJ6_sJbRAodV5lCzBnA,Japanese,569,4
l7G5tDA96xbA_bx1ZgkOeg,Japanese,56,3.5
W0_Rdy8PlbAvS9K9ggkBfA,Japanese,96,4
u0qfikB-ppp6UwoNKqxlRw,Japanese,236,4
wSGZA3DOFSUvALZRKCM_Sw,Japanese,496,4.5
OINi1A9bSUUN5vi7xgi3ZQ,Japanese,31,4.5
enDIsmxSG2bQccQWgGNcbg,Japanese,131,4
m6sYBuozGY1JhnHlBf1Bzg,Japanese,845,4
i9W3EVA6FjB6lWWSEmhndA,Japanese,856,4
GfC7pvsvhZX4-QAeZ3z_Vg,Japanese,210,4
TXEl8kyZ4de8CoW7nT_i3A,Japanese,104,4.5
gZqwq8kE-Z3-DdZGOEjOkQ,Japanese,702,3.5
yj4culC4vfNKWXdj5ZxJ4Q,Japanese,99,4.5
y_ylOQzCP-9D_4DcUIJ3jA,Japanese,550,4
OOZgZGmiKocoYRgUOupEcA,Japanese,44,4
fDeC90b2ZqPQClL62jOUmw,Japanese,56,4.5
t7BIiUN0tFg33kySuuQ0aQ,Japanese,264,4
xxsu5-2iPphmBsllkv2P1A,Japanese,22,4
3Jr_9I2ouYHDNk8XWKdZ3w,Japanese,366,4
uK1U9Ny7p2DsNR_B8w2SkQ,Japanese,16,4.5
MSVftNJ5lwPK9TQtHayaPQ,Japanese,30,4
CV--FymQcb51hxcnkpCTng,Japanese,91,4
HdHT_9doAtEO02YErevNCw,Japanese,11,5
HsqaGB90PYkI0En3rrtupQ,Japanese,153,3.5
_QxcsvPsYnOgPhiK6gzCfg,Japanese,26,4.5
2zaFer47CnuerUmTfAjJ9A,Japanese,31,4
rn6SmSqAYx2kLFIAxytMMQ,Japanese,182,4
M9NNvpKlOWLxJbSPDTe0Lg,Japanese,29,4.5
wWmVAc4NnB3q0onYRM-RkA,Japanese,588,4
bHGETjP_InKy0sIVHFgHyw,Japanese,547,4
kHZblhTr7HEk-wQgmCscUQ,Japanese,25,4
4yOiQMheUbc0spj0_viKiA,Japanese,82,3.5
0IlPgT9j_85PuLDs8ZqiUw,Japanese,131,4
dtk1Cstz5MHr-B1AOM_nXA,Japanese,971,4
d6r6Bx-FgNuPrY6-EpeoVQ,Japanese,326,4
GpZTBy6C-GhMBIhimBRZ_g,Japanese,31,4
-134ZvJ4lgiqx-sjRBWQ9g,Japanese,4783,4
1-7C5Kv8B8PiIbfL3_uHlw,Japanese,318,3.5
EBIjeMlkgU12CyCcUDj-kg,Japanese,218,4
