RestaurantID,Cuisine,Name,NumberOfReviews,Rating,Location,Coordinates
35TekDVXNNnWWz4tDvg-_w,Turkey,Rosticeria Da Gigi,154,4,"{'address1': '916 Washington St', 'address2': '', 'address3': '', 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['916 Washington St', 'Hoboken, NJ 07030']}","{'latitude': 40.7478555804946, 'longitude': -74.0280557568127}"
GPaZ60EKpjdGMqM1cb3Olg,Turkey,5 Brothers Gourmet Market,29,3.5,"{'address1': '689 10th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['689 10th Ave', 'New York, NY 10036']}","{'latitude': 40.76303, 'longitude': -73.99339}"
3Ic4C60oSH1cV2jknUXSjQ,Turkey,The Flatiron Room,652,4.5,"{'address1': '37 W 26th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['37 W 26th St', 'New York, NY 10010']}","{'latitude': 40.74452, 'longitude': -73.99049}"
gXrj1hbH0cz_-GddzL1gDQ,Turkey,Istanbul Borek & Kebab,88,3.5,"{'address1': '360 Lawton Ave', 'address2': '', 'address3': '', 'city': 'Cliffside Park', 'zip_code': '07010', 'country': 'US', 'state': 'NJ', 'display_address': ['360 Lawton Ave', 'Cliffside Park, NJ 07010']}","{'latitude': 40.8278494765447, 'longitude': -73.9875280798444}"
XT_5b_PQvYivc1T9RPdS3A,Turkey,Champs Gourmet Deli,32,3.5,"{'address1': '30 Broad St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['30 Broad St', 'New York, NY 10004']}","{'latitude': 40.706133, 'longitude': -74.011635}"
dvUdfsBqaMFcnPtwA-BVhA,Turkey,Empire Gourmet Deli,21,3.5,"{'address1': '432 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['432 2nd Ave', 'New York, NY 10010']}","{'latitude': 40.7389083, 'longitude': -73.9799686}"
tew-FjBiwKblt_fI19xIlg,Turkey,Genesis Bar and Restaurant,190,3.5,"{'address1': '1708 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1708 2nd Ave', 'New York, NY 10128']}","{'latitude': 40.77939, 'longitude': -73.9502399}"
aTUVmObhYiQzCTCD3aBbQw,Turkey,Stop One Gourmet Deli,17,4,"{'address1': '172 Allen St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['172 Allen St', 'New York, NY 10002']}","{'latitude': 40.721343, 'longitude': -73.9889057}"
8v3JEKpnsVavOiwY_NYpxQ,Turkey,Subway,2,4,"{'address1': '47 W 14th St', 'address2': '', 'address3': '', 'city': 'Manhattan', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['47 W 14th St', 'Manhattan, NY 10011']}","{'latitude': 40.7371148, 'longitude': -73.9957907}"
2HwB0HsQP6eeoI5FnJZGcA,Turkey,NY Grill & Deli,9,4,"{'address1': '191 Ave A', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['191 Ave A', 'New York, NY 10009']}","{'latitude': 40.7290190124722, 'longitude': -73.9814085513353}"
ktoeJcZ1_hRsY8V1iCphGg,Turkey,Bottino Take-Out,114,4,"{'address1': '246 10th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['246 10th Ave', 'New York, NY 10001']}","{'latitude': 40.74854119428, 'longitude': -74.0035200119019}"
CgLqQ_av9FHHvAiFv3ddxg,Turkey,West Bank Gourmet,29,4,"{'address1': '21 West St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['21 West St', 'New York, NY 10006']}","{'latitude': 40.70638, 'longitude': -74.01553}"
Vix6urWPStcjaS00HSeT3g,Turkey,Barnyard Cheese,124,4.5,"{'address1': '168 Ave B', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['168 Ave B', 'New York, NY 10009']}","{'latitude': 40.72727, 'longitude': -73.97987}"
uROb7GJ2YVWt0fWUwNt9Gw,Turkey,Mario's Gourmet Deli,15,2.5,"{'address1': '934 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['934 Amsterdam Ave', 'New York, NY 10025']}","{'latitude': 40.800409, 'longitude': -73.966133}"
Z-yRKPcZQS5dhw_ph-cWBg,Turkey,Lamazou,262,4.5,"{'address1': '370 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['370 3rd Ave', 'New York, NY 10016']}","{'latitude': 40.74125, 'longitude': -73.98162}"
KMt3QFk-Bd5FMxxMW2mpnQ,Turkey,Subway,7,3.5,"{'address1': '297 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['297 Church St', 'New York, NY 10013']}","{'latitude': 40.719177, 'longitude': -74.004311}"
aDIcCTZnvPL8F6cZTIiIxg,Turkey,CUPER,38,4,"{'address1': '20 Pearl St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['20 Pearl St', 'Brooklyn, NY 11201']}","{'latitude': 40.70443, 'longitude': -73.9875158}"
ohLIPmzTysowInbte9XhMw,Turkey,The Malt House,315,4,"{'address1': '9 Maiden Ln', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['9 Maiden Ln', 'New York, NY 10038']}","{'latitude': 40.709659, 'longitude': -74.009262}"
U1H_LiA_-9NtaSbehPdODw,Turkey,Chicken Provence,227,4,"{'address1': '154 E 39th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['154 E 39th St', 'New York, NY 10016']}","{'latitude': 40.7489198, 'longitude': -73.9763381}"
VYHg8harR7JdcwPxsE6eTw,Turkey,Fast & Fresh Gourmet Express,10,3.5,"{'address1': '652 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['652 10th Ave', 'New York, NY 10036']}","{'latitude': 40.7620099, 'longitude': -73.99351}"
u9zVZH0liQu9skIz1kGrMA,Turkey,Heaven's Hot Bagel,150,4,"{'address1': '283 E Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['283 E Houston St', 'New York, NY 10002']}","{'latitude': 40.72131, 'longitude': -73.98436}"
X2cZaJqblzi4M0irKodWcg,Turkey,Butcher Block,187,4,"{'address1': '43-46 41st St', 'address2': '', 'address3': '', 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['43-46 41st St', 'Sunnyside, NY 11104']}","{'latitude': 40.7442277477524, 'longitude': -73.9233800102348}"
QG8pqZsrnr-wTCMLn3UeBQ,Turkey,The Filmore Delicatessen,54,4,"{'address1': '1668 3rd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1668 3rd Ave', 'New York, NY 10128']}","{'latitude': 40.7836739433032, 'longitude': -73.9508441090584}"
ZHSSqpcuqzA5xcobuqBNZA,Turkey,LoHo Gourmet Deli,20,4.5,"{'address1': '204 Clinton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['204 Clinton St', 'New York, NY 10002']}","{'latitude': 40.71383, 'longitude': -73.98702}"
4jEelcbJ1VIL13oSO7Mp3Q,Turkey,Rosa Deli & Grocery,2,5,"{'address1': '77 Avenue D', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['77 Avenue D', 'New York, NY 10009']}","{'latitude': 40.722675, 'longitude': -73.977035}"
9Xo3owk1WNBYUZaczwXvog,Turkey,Cozy Deli,6,4.5,"{'address1': '565 Grand St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['565 Grand St', 'New York, NY 10002']}","{'latitude': 40.7137762, 'longitude': -73.979791}"
VOMSRoFftPqGbBLGDKpFkw,Turkey,Namu Deli,15,4,"{'address1': '252 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['252 3rd Ave', 'New York, NY 10003']}","{'latitude': 40.737396, 'longitude': -73.984543}"
IWZqUl46ogITQyDz3UAXPQ,Turkey,Subway,4,3.5,"{'address1': '1 New York Plz', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['1 New York Plz', 'New York, NY 10004']}","{'latitude': 40.7023139, 'longitude': -74.0114968}"
BqKuDTR5UfzaXA39_wH3Yg,Turkey,Fresh From Hell,148,4.5,"{'address1': '326 W 47th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['326 W 47th St', 'New York, NY 10036']}","{'latitude': 40.7608265, 'longitude': -73.9889803}"
vB45zf5b915535lf9QCoqw,Turkey,Subway,2,2,"{'address1': '250 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['250 Broadway', 'New York, NY 10007']}","{'latitude': 40.7126121520996, 'longitude': -74.0079193115234}"
eV35y6MHc3Sxo_au-FOO1g,Turkey,Hudson Market Place,6,3,"{'address1': '755 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['755 9th Ave', 'New York, NY 10019']}","{'latitude': 40.764144, 'longitude': -73.988868}"
RwwLV1hIxNEvGJb7OeKRPg,Turkey,Moes Deli,1,4,"{'address1': '85 Canal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['85 Canal St', 'New York, NY 10002']}","{'latitude': 40.71541, 'longitude': -73.99321}"
SGS7JtK6RXmHNmem4vQwlQ,Turkey,Florence Meat Market,48,4.5,"{'address1': '5 Jones St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['5 Jones St', 'New York, NY 10014']}","{'latitude': 40.732406, 'longitude': -74.002059}"
ooklUcmp13vzHiJu-ZRqTw,Turkey,Casablanca Meat Market,20,4.5,"{'address1': '127 E 110th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['127 E 110th St', 'New York, NY 10029']}","{'latitude': 40.795269, 'longitude': -73.9449}"
7MvT9cuq3cDoXSYUcsakjw,Turkey,New Blue Chips,1,4,"{'address1': '28 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['28 Broadway', 'New York, NY 10004']}","{'latitude': 40.7058, 'longitude': -74.0131}"
hT1NOAqwYhVtQ3rrEK53MQ,Turkey,Flavors,4,3.5,"{'address1': '42 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['42 Broadway', 'New York, NY 10004']}","{'latitude': 40.70611, 'longitude': -74.01285}"
PQAIs-ZPN7QrBvJ-F9pE8w,Turkey,Awesome Deli,4,5,"{'address1': '60 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['60 Broadway', 'Brooklyn, NY 11211']}","{'latitude': 40.7103, 'longitude': -73.96629}"
2R1KAjhs0bpWqLTcB5QOWg,Turkey,Cafe Clementine,130,3.5,"{'address1': '227 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['227 W Broadway', 'New York, NY 10013']}","{'latitude': 40.7191752, 'longitude': -74.0061344}"
#NAME?,Turkey,Giacomo Fine Foods,24,4,"{'address1': '269 W 72nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['269 W 72nd St', 'New York, NY 10023']}","{'latitude': 40.7797863826167, 'longitude': -73.9840091911345}"
6KcS6hc2j4kJi2XTGxC1eg,Turkey,Bodrum Mediterranean Restaurant,326,4,"{'address1': '584 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['584 Amsterdam Ave', 'New York, NY 10024']}","{'latitude': 40.78935, 'longitude': -73.97411}"
UzbUpYfoHwHrNCFWSuz_hw,Turkey,Adam's Market Place,15,3.5,"{'address1': '197 8th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['197 8th Ave', 'New York, NY 10011']}","{'latitude': 40.7435993190334, 'longitude': -73.9999650165478}"
kFV-XAalWCEZN5VW77_3Hg,Turkey,Market Crates,136,4,"{'address1': '26 W 33rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['26 W 33rd St', 'New York, NY 10001']}","{'latitude': 40.748279, 'longitude': -73.986576}"
vIqs66_x1w0HE5ijkQxjew,Turkey,Lobel's,54,4,"{'address1': '1096 Madison Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1096 Madison Ave', 'New York, NY 10028']}","{'latitude': 40.7785207962207, 'longitude': -73.9605873483285}"
CFiPz6efRDaZ2AovXJxCqg,Turkey,Lalu Deli Grocery,1,3,"{'address1': '594 Columbus Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['594 Columbus Ave', 'New York, NY 10024']}","{'latitude': 40.78836, 'longitude': -73.97104}"
WkALLrAOqGnMPhWhR4pM8w,Turkey,Thompson Finest Deli,44,3.5,"{'address1': '20 Thompson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['20 Thompson St', 'New York, NY 10013']}","{'latitude': 40.7225800305605, 'longitude': -74.0044970065355}"
bgNk_KutszYP-Cbk7u9uPQ,Turkey,Garden Gourmet Deli,7,4,"{'address1': '801 6th Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['801 6th Ave', 'New York, NY 10001']}","{'latitude': 40.7457695, 'longitude': -73.9910431}"
k7zyWI6qF0gcnlV0th6Wqg,Turkey,Popeyes,9,3.5,"{'address1': '2300 7th Ave', 'address2': '', 'address3': '', 'city': 'Manhattan', 'zip_code': '10030', 'country': 'US', 'state': 'NY', 'display_address': ['2300 7th Ave', 'Manhattan, NY 10030']}","{'latitude': 40.81561, 'longitude': -73.94398}"
OZ_ww4bXJXeH4wLKHnEbAg,Turkey,Ottomanelli Butcher Shoppe,84,4.5,"{'address1': '1549 York Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1549 York Ave', 'New York, NY 10028']}","{'latitude': 40.77356, 'longitude': -73.94921}"
Si0c6gijT1YMai2jX0bC8g,Turkey,Terry's,20,4,"{'address1': '41 River Ter', 'address2': 'Apt 410', 'address3': '', 'city': 'New York', 'zip_code': '10282', 'country': 'US', 'state': 'NY', 'display_address': ['41 River Ter', 'Apt 410', 'New York, NY 10282']}","{'latitude': 40.7178806, 'longitude': -74.01575}"
UXVDyIzmO5kmJnlv-HDXLg,Turkey,Cafeteria,2917,3.5,"{'address1': '119 7th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['119 7th Ave', 'New York, NY 10011']}","{'latitude': 40.740567590122, 'longitude': -73.9980747946}"
WQfY18lk9FwbdeI8zNyXbQ,Turkey,The Burger Garage,313,3.5,"{'address1': '25-36 Jackson Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['25-36 Jackson Ave', 'Long Island City, NY 11101']}","{'latitude': 40.74685, 'longitude': -73.94248}"
qKguwDWn1e3XK-59W2SHqw,Turkey,Subway,4,3,"{'address1': '971 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['971 Amsterdam Ave', 'New York, NY 10025']}","{'latitude': 40.8014171, 'longitude': -73.9649071}"
V7lXZKBDzScDeGB8JmnzSA,Turkey,Katz's Delicatessen,8824,4,"{'address1': '205 E Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['205 E Houston St', 'New York, NY 10002']}","{'latitude': 40.72222, 'longitude': -73.98751}"
ODFSauQouKt-G_QHjwTpmA,Turkey,Houston Village Farm's Deli,38,4,"{'address1': '61 1st Ave 4th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['61 1st Ave 4th St', 'New York, NY 10003']}","{'latitude': 40.7250797391189, 'longitude': -73.9872550964355}"
KxFUde0zYhZXBeJKnwPzMg,Turkey,Tallgrass Burger,162,3.5,"{'address1': '214 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['214 1st Ave', 'New York, NY 10009']}","{'latitude': 40.73042, 'longitude': -73.98288}"
NI0gvoYzOK0EjjoGOlYFzA,Turkey,Potbelly Sandwich Shop,137,3.5,"{'address1': '22 E 17th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['22 E 17th St', 'New York, NY 10003']}","{'latitude': 40.737332, 'longitude': -73.991098}"
1IsRBdEoRDeQz4VUJuU0FA,Turkey,Lenwich,128,3.5,"{'address1': '60 W 48th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['60 W 48th St', 'New York, NY 10036']}","{'latitude': 40.7581, 'longitude': -73.98064}"
Z1uRdtyn0xcdo35RL6_N3w,Turkey,K & T 2 Quality Meats,12,4.5,"{'address1': '3314 Ditmars Blvd', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['3314 Ditmars Blvd', 'Astoria, NY 11105']}","{'latitude': 40.774883, 'longitude': -73.909393}"
Dq_KwjD7WpGmgrXiu0qEOg,Turkey,Made Fresh Daily,162,4,"{'address1': '226 Front St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['226 Front St', 'New York, NY 10038']}","{'latitude': 40.70769, 'longitude': -74.00221}"
ggXGOHshLOA3EEQ7aRwmDQ,Turkey,Speedy's,168,3,"{'address1': '1271 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['1271 Broadway', 'New York, NY 10001']}","{'latitude': 40.7482511, 'longitude': -73.9884413}"
gVQ9J1NrmZDCe15IVP7O-Q,Turkey,Brownstone Pancake Factory,777,3.5,"{'address1': '860 River Rd', 'address2': '', 'address3': '', 'city': 'Edgewater', 'zip_code': '07020', 'country': 'US', 'state': 'NJ', 'display_address': ['860 River Rd', 'Edgewater, NJ 07020']}","{'latitude': 40.8247034699425, 'longitude': -73.9752793909135}"
01gSfHp2VNsM6IvoqCdCZw,Turkey,Tiny green,6,5,"{'address1': '151 Norman Ave', 'address2': '', 'address3': '', 'city': 'Greenpoint', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['151 Norman Ave', 'Greenpoint, NY 11222']}","{'latitude': 40.72658, 'longitude': -73.94864}"
zjks9r34-5cw9FrONfpsCg,Turkey,The Best of New York Food,65,3.5,"{'address1': '150 Water St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['150 Water St', 'New York, NY 10005']}","{'latitude': 40.70656, 'longitude': -74.00618}"
4-P1arNgfHQ-PFmJkq7tiA,Turkey,Big Apple Meat Market,104,4,"{'address1': '529 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['529 9th Ave', 'New York, NY 10018']}","{'latitude': 40.756888094344, 'longitude': -73.9939800649881}"
DAQPAMt2LDsbFxPCSvQSew,Turkey,Modern Gourmet,19,4.5,"{'address1': '793 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['793 Broadway', 'New York, NY 10003']}","{'latitude': 40.73213, 'longitude': -73.99152}"
uU_elQDqXe3-hjICnhfQXg,Turkey,Potbelly Sandwich Shop,15,3,"{'address1': '100 Park Avenue & East 40th Street', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['100 Park Avenue & East 40th Street', 'New York, NY 10017']}","{'latitude': 40.751114, 'longitude': -73.978942}"
D8STvGfz5CjczxmEhbJz_Q,Turkey,P S Plus Deli,10,4,"{'address1': '666 Sixth Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['666 Sixth Ave', 'New York, NY 10010']}","{'latitude': 40.7413814, 'longitude': -73.9938844}"
SaXPPpupqhlaFUDVVAh0OA,Turkey,Iconic Cafe,8,3.5,"{'address1': '385 Canal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['385 Canal St', 'New York, NY 10013']}","{'latitude': 40.7216776273675, 'longitude': -74.0048612964022}"
fBDnGXpDXFAgpZDB0XDSvQ,Turkey,Cappone's Salumeria,50,4,"{'address1': '75 9th Ave', 'address2': None, 'address3': 'Chelsea Market', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['75 9th Ave', 'Chelsea Market', 'New York, NY 10014']}","{'latitude': 40.739143, 'longitude': -74.00702}"
N-85msuK0HE5qOp3BpPPEA,Turkey,Cafe Arte,30,3.5,"{'address1': '75 Wall St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['75 Wall St', 'New York, NY 10005']}","{'latitude': 40.7053062780755, 'longitude': -74.0077696334368}"
or0Op4EDk95L0vhLwSATcQ,Turkey,Montagu's Gusto,37,4.5,"{'address1': '645 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['645 2nd Ave', 'New York, NY 10016']}","{'latitude': 40.74571, 'longitude': -73.97553}"
2BL1FfLuumLlgCAf4vHHaA,Turkey,Bocado Express,2,5,"{'address1': '439 60th St', 'address2': '', 'address3': '', 'city': 'West New York', 'zip_code': '07093', 'country': 'US', 'state': 'NJ', 'display_address': ['439 60th St', 'West New York, NJ 07093']}","{'latitude': 40.7883998454109, 'longitude': -74.0158026917188}"
o5Rkhc6jx3uTXhQko6RO1w,Turkey,Sing's Deli,6,3,"{'address1': '100 E 96th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['100 E 96th St', 'New York, NY 10128']}","{'latitude': 40.78627, 'longitude': -73.9522999}"
SuN3HU1TrpDBFoqFED905g,Turkey,Brooklyn Breakfast Cart,5,5,"{'address1': '88 Pine St And Water St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['88 Pine St And Water St', 'New York, NY 10005']}","{'latitude': 40.7056505, 'longitude': -74.006641}"
P4HX6tjQQK4gbdn_d0cGTw,Turkey,Ground Support,449,4,"{'address1': '399 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['399 W Broadway', 'New York, NY 10012']}","{'latitude': 40.7241968559678, 'longitude': -74.0020576327145}"
zwJ6Xi4eyRODbErmysIEng,Turkey,Spoonbread Catering,4,4,"{'address1': '364 W 110th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['364 W 110th St', 'New York, NY 10025']}","{'latitude': 40.8013541, 'longitude': -73.9601311}"
Eumq0TfvlBHZFjTQWLHfBA,Turkey,Cosi,6,3,"{'address1': '54 Pine St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['54 Pine St', 'New York, NY 10004']}","{'latitude': 40.70677, 'longitude': -74.00858}"
60_ONUWGij1TbvDHSEcOpQ,Turkey,PJ Clarke's,675,3,"{'address1': '44 W 63rd St', 'address2': '', 'address3': 'Lincoln Square', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['44 W 63rd St', 'Lincoln Square', 'New York, NY 10023']}","{'latitude': 40.771524604477, 'longitude': -73.9827515606251}"
L-FJLj5rq8q3ilQGSdx_gw,Turkey,Simchick Meats,26,3.5,"{'address1': '988 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['988 1st Ave', 'New York, NY 10022']}","{'latitude': 40.75643, 'longitude': -73.96406}"
A1hTCaZCnqlZGDR10YEEEA,Turkey,Tria Bakery Cafe,27,3.5,"{'address1': '22 Chatham Sq', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['22 Chatham Sq', 'New York, NY 10038']}","{'latitude': 40.71322, 'longitude': -73.99793}"
OTpQbSQNGiGudqJKJASmpw,Turkey,Fiore Deli of Hoboken,434,4.5,"{'address1': '414 Adams St', 'address2': '', 'address3': '', 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['414 Adams St', 'Hoboken, NJ 07030']}","{'latitude': 40.74301, 'longitude': -74.03626}"
bf2gElKkOHClspvNWfdHQA,Turkey,Cuomo And Sons,148,5,"{'address1': '7709 Broadway', 'address2': None, 'address3': None, 'city': 'North Bergen', 'zip_code': '07047', 'country': 'US', 'state': 'NJ', 'display_address': ['7709 Broadway', 'North Bergen, NJ 07047']}","{'latitude': 40.79803, 'longitude': -74.00219}"
lpoam-7-1cS_tekd_uc8HQ,Turkey,Elma's,20,4.5,"{'address1': '355 W 116th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['355 W 116th St', 'New York, NY 10026']}","{'latitude': 40.8051724559747, 'longitude': -73.9570361244819}"
